lat,lng
34.2745833,-81.6187178
29.9450835,-90.1261013
33.207199,-87.5482025
40.7345053,-111.8628205
39.3460266,-76.5827767
34.1707374,-117.702148
37.5481822,-77.4533454
41.6645208,-72.7784261
42.1112958,-88.0607565
42.8679836,-76.985557
44.0520691,-123.0867536
40.8084075,-77.8638835
35.1323787,-90.004663
30.1704912,-95.509247
47.471573,-94.8826861
40.0022406,-75.3208107
32.3319107,-80.8875861
44.8484524,-123.2339888
40.7769059,-73.9800645
34.7179437,-92.3714901
37.3694009,-122.1405413
40.9114271,-90.6473576
36.1198996,-97.0888415
39.0362552,-94.5753394
39.5445866,-119.8167317
37.9794321,-121.3141847
41.6771101,-71.2662025
35.5261633,-98.7075744
41.3361911,-75.9632546
42.3956556,-72.5219617
46.8090502,-92.0695841
43.0831301,-73.7845651
39.9795244,-75.145782
38.9908487,-76.944141
40.1984632,-85.4136959
40.1984632,-85.4136959
40.6599999,-73.65
40.7322535,-73.9874105
30.6954595,-88.174414
39.9556241,-75.1647529
42.6907733,-73.8279381
42.5834228,-71.8022955
39.7395406,-84.1787904
40.1984632,-85.4136959
42.1090649,-79.9822126
30.6096445,-96.3395921
35.2785177,-93.1428341
31.9708128,-81.1586515
34.1336186,-117.9075627
41.9865159,-70.9728396
40.2524308,-111.6502622
35.3041998,-120.6631289
40.5702631,-105.0903456
40.5702631,-105.0903456
37.8392052,-94.3546719
29.1987957,-81.0423429
26.4588273,-81.7622951
26.4588273,-81.7622951
33.0801429,-83.2320991
33.75,-84.4
32.4259367,-81.7828033
32.4259367,-81.7828033
42.8679836,-76.985557
39.1714266,-86.5186022
40.5967701,-75.3761952
37.3008211,-78.3952431
39.3566383,-76.6354952
43.03,-87.92
42.4349152,-83.1541796
39.5069974,-84.745231
40.6599999,-73.65
40.6238902,-75.3936808
41.2939386,-82.2173786
40.8084075,-77.8638835
41.8426703,-71.4402467
40.4401775,-86.9261008
32.7759882,-117.072053
37.34,-121.88
37.34,-121.88
37.34,-121.88
37.348667,-121.936645
38.7928034,-89.9953376
30.6096445,-96.3395921
33.2105565,-97.1303057
38.5449065,-121.7405167
34.4135868,-119.8496976
39.1325305,-84.5095304
38.9043608,-104.7637619
37.9700012,-87.5422973
40.1059233,-88.2120315
38.9499492,-95.2658318
38.9908487,-76.944141
42.3956556,-72.5219617
40.818253,-96.6952254
43.1339679,-70.9264635
33.9963052,-81.027157
33.9963052,-81.027157
31.3288416,-89.3315894
30.2835151,-97.7348805
40.7652201,-111.8419536
44.8755183,-91.9193422
37.7840208,-79.4428157
37.2209494,-80.422801
40.0411536,-86.8744516
36.1341553,-80.2781262
42.331427,-83.0457538
41.003698,-76.4549457
35.9992263,-78.9472089
39.1998042,-96.581008
44.4799999,-73.2099999
40.8270209,-73.9506774
34.680476,-82.8391552
33.84,-79.05
39.7045417,-77.3269307
35.9607337,-114.939821
36.1198996,-97.0888415
36.8860765,-76.308057
36.8860765,-76.308057
47.1427431,-122.4407344
39.764682,-89.6345796
39.2546062,-76.7120064
39.735769,-121.8504463
37.0672839,-76.514138
39.9682609,-75.1749671
47.0979653,-88.5606025
35.9530958,-78.9571069
58.3019444,-134.4197221
29.5642078,-95.0911062
41.8733696,-87.650714
35.1879507,-97.4421919
40.4424402,-79.9531948
41.4787737,-71.5219477
27.926156,-82.4563199
41.6577331,-111.8434441
21.6482858,-157.9225549
33.7838081,-118.1206801
42.0361546,-88.314212
34.1955465,-79.8024289
34.1955465,-79.8024289
42.0288663,-93.6480307
40.7038704,-74.0138541
47.0979653,-88.5606025
27.4081935,-82.5294065
39.7395406,-84.1787904
40.8084075,-77.8638835
41.4963405,-81.6719914
42.9790067,-78.792272
42.0288663,-93.6480307
40.3461017,-94.8724706
40.3461017,-94.8724706
33.7539971,-84.412014
39.9020565,-75.3499123
33.5886439,-101.8820434
39.764682,-89.6345796
43.8041647,-91.1544963
40.7388319,-73.9815337
28.0486111,-81.898908
36.2139148,-81.6795209
41.6645208,-72.7784261
37.0672839,-76.514138
40.5294058,-75.3936935
40.7536854,-73.9991637
31.6031841,-94.6550321
37.870151,-122.2594606
38.2169261,-85.7624992
44.3106241,-69.7794897
39.5445866,-119.8167317
31.7701607,-106.5047596
39.9506815,-75.6011672
36.0982762,-79.5115433
40.6175761,-79.1583807
40.6175761,-79.1583807
43.0478261,-76.1432291
34.2489458,-118.5258067
46.88,-96.79
42.4595697,-83.2398943
41.3125068,-105.5855777
40.1984632,-85.4136959
40.7388319,-73.9815337
43.7019583,-72.2889045
43.0797991,-96.1756935
40.7008528,-74.0887576
40.7322535,-73.9874105
42.0488548,-87.8844309
40.5697892,-79.7647705
42.2610481,-88.9509626
42.6011813,-76.1804843
32.8843552,-117.2338066
41.659363,-91.5487099
42.3157363,-71.0527482
34.0220127,-118.2892046
43.3789199,-84.6597274
35.1323787,-90.004663
42.0166364,-91.6663523
38.8462236,-77.3063733
40.5860956,-98.3861513
42.724305,-84.4796047
40.6986772,-73.9859414
40.2986724,-83.067965
39.465825,-87.311553
36.0680163,-79.8086621
32.7830575,-79.9365839
40.5952146,-74.1827119
37.2180925,-79.9080757
42.0288663,-93.6480307
42.5292381,-90.6962853
39.3460266,-76.5827767
39.3460266,-76.5827767
39.3460266,-76.5827767
41.1333371,-73.7924152
42.7284117,-73.6917851
34.3740431,-80.0734005
36.1755178,-85.5039271
42.3157363,-71.0527482
41.640396,-70.9694555
41.640396,-70.9694555
37.0227164,-76.3373167
42.0288663,-93.6480307
39.3292396,-82.1012554
40.7071498,-74.0021019
27.5158689,-97.856109
33.6471239,-117.8421325
32.3319107,-80.8875861
41.8403395,-87.6137011
40.0358382,-75.174734
42.9219281,-85.5097226
40.5952146,-74.1827119
37.0227164,-76.3373167
42.8679836,-76.985557
32.5909562,-85.4929785
32.5909562,-85.4929785
43.7019583,-72.2889045
40.7132609,-73.6224729
41.5412825,-87.3711477
35.7830899,-83.9108968
33.1630271,-117.1617685
37.9794321,-121.3141847
42.339904,-71.0898892
41.8851765,-84.059029
42.2469977,-77.7881176
25.8631515,-80.1928253
25.8631515,-80.1928253
46.6028298,-112.0343143
42.0166364,-91.6663523
42.8612627,-112.4340616
33.4412139,-86.8490126
33.84,-79.05
36.0982762,-79.5115433
37.7936811,-122.1462193
38.7317431,-82.9976742
32.5909562,-85.4929785
39.5137752,-121.556359
42.1112958,-88.0607565
40.7443091,-73.9418603
41.5570649,-75.7544793
40.7700703,-73.9580246
32.3224537,-90.1773621
43.1156031,-77.55621
40.6945036,-73.9565551
43.0165459,-88.2947675
37.2180925,-79.9080757
32.4559867,-84.8776392
39.9583587,-75.1953934
39.6581424,-78.928357
33.7700012,-84.3811458
42.700915,-73.1087148
37.4135757,-122.1689284
41.2705484,-72.9469711
38.4409697,-122.7971649
40.7250632,-73.9976946
34.29039,-85.1802699
41.6771101,-71.2662025
29.3997529,-95.0026454
40.8138912,-73.9624327
41.8733696,-87.650714
44.0581728,-121.3153096
42.3053253,-83.6694169
41.15375,-81.35127
43.0528038,-83.7517851
33.45622,-88.795708
41.2939386,-82.2173786
30.2148762,-92.0193606
32.37,-86.3
34.5400242,-112.4685025
37.410884,-94.70496
33.9924186,-96.3971233
42.6460285,-71.3646236
18.3380965,-64.8940946
37.7162538,-97.2983363
32.5909562,-85.4929785
33.6917281,-116.4075854
42.8294187,-102.9999069
33.84,-79.05
43.0439776,-87.8991514
35.3064021,-80.7332216
42.6987024,-71.1350575
40.5697892,-79.7647705
42.5235097,-70.8952337
29.9450835,-90.1261013
35.3064021,-80.7332216
28.0634666,-82.4129729
40.74727,-73.9800645
40.7536854,-73.9991637
18.3380965,-64.8940946
37.7840208,-79.4428157
33.8833867,-117.4438924
35.5942137,-105.2227978
33.9488147,-84.5379455
33.9488147,-84.5379455
33.207199,-87.5482025
34.7179437,-92.3714901
40.2897287,-74.0241367
37.348667,-121.936645
37.410884,-94.70496
43.5595162,-83.9944777
38.0340277,-78.510016
34.9808062,-101.9155523
38.9080786,-77.0406147
41.8193203,-72.2511833
44.4739489,-73.1943038
38.0340277,-78.510016
40.0022406,-75.3208107
43.0802842,-71.4536835
39.6801674,-86.1242881
35.3064021,-80.7332216
35.6304783,-82.5510469
37.348667,-121.936645
40.74727,-73.9800645
44.81,-91.5
39.7395406,-84.1787904
36.1198996,-97.0888415
37.9794321,-121.3141847
40.7345053,-111.8628205
43.9140162,-69.966996
39.5445866,-119.8167317
41.7606321,-88.1437782
41.8703314,-87.6235742
39.5445866,-119.8167317
40.7694969,-83.8227148
35.5261633,-98.7075744
40.1984632,-85.4136959
44.9024546,-68.6638413
43.7019583,-72.2889045
48.2472343,-101.301253
30.6954595,-88.174414
30.6096445,-96.3395921
32.7579468,-97.3246534
44.0350489,-123.0473566
38.0196138,-84.4994488
40.1984632,-85.4136959
41.3780983,-83.6375032
40.6285158,-73.9447994
35.3041998,-120.6631289
34.0648167,-117.7783831
34.0795169,-118.1766294
40.0681192,-82.5196037
34.216765,-117.3851496
32.4259367,-81.7828033
47.6668401,-117.4041584
40.8665166,-124.0828396
39.1714266,-86.5186022
32.2777551,-106.7455792
44.5642722,-123.2785942
41.2340022,-80.5049445
45.5211732,-122.6806194
40.4401775,-86.9261008
42.8711,-78.8593199
38.6212468,-90.2526163
37.84,-122.13
38.4001474,-75.632447
37.34,-121.88
37.348667,-121.936645
41.3266814,-72.9637728
39.9795244,-75.145782
39.9795244,-75.145782
41.743111,-72.7038047
34.7354685,-86.6513478
38.5449065,-121.7405167
40.0103247,-105.2889726
40.1059233,-88.2120315
39.0362552,-94.5753394
40.818253,-96.6952254
40.7019349,-99.0972012
44.0350489,-123.0473566
40.4424402,-79.9531948
40.4424402,-79.9531948
40.4424402,-79.9531948
30.6954595,-88.174414
29.5676137,-98.6050736
40.7652201,-111.8419536
47.6508882,-122.3084023
38.9983573,-104.8617533
41.39205,-73.9712488
37.7840208,-79.4428157
39.654181,-79.9594886
41.8745267,-88.1193763
39.1405079,-84.47239
33.5199899,-86.8512078
32.7830575,-79.9365839
35.9992263,-78.9472089
40.4353635,-79.9913005
42.0361546,-88.314212
30.41,-91.18
46.88,-96.79
33.207199,-87.5482025
37.870151,-122.2594606
28.6013431,-81.2009287
41.640396,-70.9694555
44.81,-91.5
44.0291228,-88.4984991
42.6907733,-73.8279381
42.3956556,-72.5219617
36.2139148,-81.6795209
32.5909562,-85.4929785
21.6482858,-157.9225549
42.2411499,-83.6129939
36.0982762,-79.5115433
39.7794767,-86.1700894
30.2456728,-97.7688358
39.9020565,-75.3499123
30.6096445,-96.3395921
33.5604168,-81.7195533
28.0634666,-82.4129729
36.1489935,-86.8041151
35.2785177,-93.1428341
37.9650627,-122.503327
39.4806055,-86.0549863
42.8612627,-112.4340616
42.4595697,-83.2398943
41.6354154,-88.099845
35.7850545,-78.6819449
36.8860765,-76.308057
43.0915814,-77.6421577
42.6011813,-76.1804843
33.4412139,-86.8490126
34.4135868,-119.8496976
29.752554,-95.3704009
27.926156,-82.4563199
41.6577331,-111.8434441
36.6189712,-88.3044908
36.2139148,-81.6795209
31.9708128,-81.1586515
37.5359468,-120.8613785
33.7700012,-84.3811458
33.4706725,-81.9861463
41.1024994,-85.1220031
43.3033056,-91.7857092
43.0852217,-88.0363086
43.0852217,-88.0363086
42.339904,-71.0898892
40.5697892,-79.7647705
38.7928034,-89.9953376
41.9537701,-78.7022678
43.03,-87.92
44.8484524,-123.2339888
40.7345053,-111.8628205
35.905249,-79.0581498
31.4418108,-100.4656497
43.9140162,-69.966996
38.8462236,-77.3063733
38.8462236,-77.3063733
40.6175761,-79.1583807
42.0288663,-93.6480307
32.6323536,-87.3191655
37.9552246,-91.7727479
35.5942137,-105.2227978
42.0541119,-87.6759889
40.1313817,-75.1370254
33.7539971,-84.412014
39.7395406,-84.1787904
39.764682,-89.6345796
34.367641,-89.5391483
39.5445866,-119.8167317
35.1879507,-97.4421919
35.1879507,-97.4421919
44.8755183,-91.9193422
41.3125068,-105.5855777
32.8999858,-83.7411631
40.5952146,-74.1827119
40.5952146,-74.1827119
42.9790067,-78.792272
43.7019583,-72.2889045
40.0409428,-75.3785234
38.9079399,-77.0717165
40.6175761,-79.1583807
39.3566383,-76.6354952
40.7038704,-74.0138541
40.7038704,-74.0138541
40.7038704,-74.0138541
40.7350747,-74.1739057
40.7322535,-73.9874105
35.1905403,-111.653403
33.1630271,-117.1617685
41.4089391,-75.641175
34.9843176,-80.4492319
40.0999077,-75.1527928
38.8817227,-94.5985613
35.7830899,-83.9108968
47.6384586,-122.3674079
41.775259,-74.6576091
32.2332841,-110.9488008
30.2148762,-92.0193606
41.640396,-70.9694555
27.7696063,-82.6321376
34.0220127,-118.2892046
34.9803527,-81.9425701
42.8270136,-75.5446238
39.075059,-108.5522531
39.9682609,-75.1749671
38.8791783,-99.3267702
42.700915,-73.1087148
39.4728755,-74.4642861
39.4728755,-74.4642861
42.1237147,-72.5500596
37.4135757,-122.1689284
42.3157363,-71.0527482
44.0581728,-121.3153096
38.8402805,-97.6114237
40.6986772,-73.9859414
40.6986772,-73.9859414
41.2939386,-82.2173786
40.7694969,-83.8227148
39.9167783,-75.387693
43.5595162,-83.9944777
33.954258,-83.3749322
40.2814786,-111.7733902
42.4349152,-83.1541796
33.9052822,-118.0179682
33.8641714,-118.2558801
34.0795169,-118.1766294
44.0581728,-121.3153096
39.7305994,-94.7381013
39.7305994,-94.7381013
40.4597938,-78.5916837
36.6189712,-88.3044908
38.7317431,-82.9976742
38.7102377,-90.3042778
32.7307465,-97.1164013
38.5678631,-121.4399041
42.3240042,-71.4536835
33.4706725,-81.9861463
33.4706725,-81.9861463
41.1578377,-80.0886703
40.7132609,-73.6224729
38.9105302,-77.1197521
35.8434555,-86.3706605
38.7317431,-82.9976742
38.8402805,-97.6114237
30.4407853,-84.2883519
42.1112958,-88.0607565
42.0288663,-93.6480307
34.9306384,-82.0189155
42.9901899,-71.4625883
41.2705484,-72.9469711
42.8270136,-75.5446238
33.8511616,-98.544636
40.7322535,-73.9874105
41.8703314,-87.6235742
44.9024546,-68.6638413
46.861557,-113.9842701
35.5371999,-77.3209555
33.7700012,-84.3811458
42.1112958,-88.0607565
35.7655407,-81.3289397
40.2897287,-74.0241367
44.7538408,-108.7573525
40.788109,-73.5947459
40.788109,-73.5947459
44.448423,-95.7911916
39.2123057,-84.4015075
33.2090389,-97.153439
39.5137752,-121.556359
43.0802842,-71.4536835
42.1061566,-80.0503489
40.7322535,-73.9874105
34.1707374,-117.702148
32.4259367,-81.7828033
42.3053253,-83.6694169
38.0193657,-122.1341321
38.0193657,-122.1341321
38.0193657,-122.1341321
33.192168,-117.3028803
36.000632,-77.8481628
39.3292396,-82.1012554
40.4475255,-79.9933976
44.0939499,-70.1582944
35.5261633,-98.7075744
34.9808062,-101.9155523
30.6784935,-88.3433623
41.4272224,-75.6499025
43.0915814,-77.6421577
39.3460266,-76.5827767
39.654181,-79.9594886
33.207199,-87.5482025
33.1006746,-86.8641558
30.2835151,-97.7348805
33.84,-79.05
46.7287207,-117.1542742
34.290361,-85.189199
41.8265437,-71.4013635
42.2531996,-71.8185895
42.0361546,-88.314212
42.2531996,-71.8185895
41.9203468,-87.6433139
39.5445866,-119.8167317
37.7162538,-97.2983363
33.9415653,-117.3733989
37.4135757,-122.1689284
39.5445866,-119.8167317
35.1879507,-97.4421919
28.0634666,-82.4129729
40.17396,-80.2461714
33.9807825,-118.035064
39.4178315,-76.7019038
37.0672839,-76.514138
42.8612627,-112.4340616
29.9450835,-90.1261013
35.9433558,-83.9386991
45.526998,-123.1211134
42.339904,-71.0898892
40.8084075,-77.8638835
36.1755178,-85.5039271
38.9043608,-104.7637619
40.7132609,-73.6224729
40.8687887,-73.8977693
33.9807825,-118.035064
42.416968,-71.2524991
34.4400287,-118.5914696
40.8138912,-73.9624327
42.8679836,-76.985557
41.4787737,-71.5219477
36.1198996,-97.0888415
36.1198996,-97.0888415
42.6907733,-73.8279381
35.0496723,-85.2955242
44.0581728,-121.3153096
33.2090389,-97.153439
40.4424402,-79.9531948
40.1984632,-85.4136959
40.8971509,-73.9065883
32.5909562,-85.4929785
40.8138912,-73.9624327
47.6087583,-122.2964235
41.8733696,-87.650714
40.7214251,-89.2728627
40.7214251,-89.2728627
38.2169261,-85.7624992
30.6954595,-88.174414
30.6954595,-88.174414
35.3041998,-120.6631289
33.4706725,-81.9861463
29.752554,-95.3704009
29.752554,-95.3704009
31.5470221,-97.1243287
31.5470221,-97.1243287
31.5470221,-97.1243287
41.7359452,-71.1151431
34.0648167,-117.7783831
33.881922,-117.8956062
34.0795169,-118.1766294
34.0795169,-118.1766294
35.9992263,-78.9472089
33.4706725,-81.9861463
33.4706725,-81.9861463
32.4259367,-81.7828033
32.4259367,-81.7828033
32.4259367,-81.7828033
40.8665166,-124.0828396
39.1714266,-86.5186022
39.3322127,-76.6008334
42.4595697,-83.2398943
30.41,-91.18
43.03,-87.92
42.7293339,-84.4709918
33.45622,-88.795708
39.3292396,-82.1012554
44.5642722,-123.2785942
40.7536854,-73.9991637
30.7146623,-95.5502437
30.7146623,-95.5502437
35.1993549,-85.9236633
35.1879507,-97.4421919
44.9330076,-93.1629063
32.7657318,-117.199996
33.9963052,-81.027157
35.0496723,-85.2955242
41.6577331,-111.8434441
37.7840208,-79.4428157
37.2209494,-80.422801
48.7562157,-122.4894588
43.3789199,-84.6597274
43.3789199,-84.6597274
35.9433558,-83.9386991
38.0196138,-84.4994488
44.6672622,-74.9939469
44.6672622,-74.9939469
38.403903,-96.1816626
33.4706725,-81.9861463
40.6175761,-79.1583807
40.6175761,-79.1583807
39.1998042,-96.581008
39.5069974,-84.745231
45.526998,-123.1211134
28.5950986,-81.3509416
43.0478261,-76.1432291
30.6096445,-96.3395921
44.0291228,-88.4984991
36.1341553,-80.2781262
32.5909562,-85.4929785
32.5909562,-85.4929785
42.6430359,-95.2019399
35.6999973,-80.4660256
42.9674954,-85.9508923
38.8402805,-97.6114237
36.8860765,-76.308057
36.8860765,-76.308057
42.2781401,-74.9159946
40.7989735,-76.8621935
28.6013431,-81.2009287
39.5445866,-119.8167317
39.5445866,-119.8167317
41.4730948,-87.0611412
41.1952366,-111.9484298
33.5886439,-101.8820434
39.9556925,-82.9340217
47.6668401,-117.4041584
39.5069974,-84.745231
44.6697805,-74.9813084
43.0073961,-71.4952372
21.3353909,-158.0568965
35.3064021,-80.7332216
34.5287785,-83.9843467
39.654181,-79.9594886
39.654181,-79.9594886
38.8467082,-91.9479586
40.7536854,-73.9991637
42.5235097,-70.8952337
40.205627,-80.5567384
36.8129075,-119.7469472
43.0528038,-83.7517851
39.3460266,-76.5827767
42.4467049,-76.4830579
37.9552246,-91.7727479
44.0350489,-123.0473566
41.6735366,-83.624201
46.7287207,-117.1542742
33.6190031,-83.8674051
35.8434555,-86.3706605
33.6471239,-117.8421325
40.4075503,-104.6857493
36.142324,-95.956825
38.0340277,-78.510016
40.4424402,-79.9531948
40.4424402,-79.9531948
36.2139148,-81.6795209
32.37,-86.3
40.1984632,-85.4136959
39.9682609,-75.1749671
39.9682609,-75.1749671
26.4588273,-81.7622951
25.7538975,-80.3770443
38.8462236,-77.3063733
38.8462236,-77.3063733
33.8511616,-98.544636
40.7322535,-73.9874105
35.7850545,-78.6819449
41.7606321,-88.1437782
31.76,-93.09
44.0581728,-121.3153096
34.1707374,-117.702148
44.448423,-95.7911916
27.700785,-97.3462545
39.3929109,-76.6080554
34.0220127,-118.2892046
38.0340277,-78.510016
41.8745267,-88.1193763
38.0340277,-78.510016
37.9650627,-122.503327
33.1630271,-117.1617685
40.1313817,-75.1370254
37.410884,-94.70496
41.8193203,-72.2511833
21.3175493,-157.8152491
27.926156,-82.4563199
27.926156,-82.4563199
39.9506815,-75.6011672
44.8484524,-123.2339888
44.0553908,-91.6663523
34.939652,-81.0326795
40.7388319,-73.9815337
35.2429175,-81.037297
44.9516643,-93.1629063
35.9343523,-83.7497936
41.6771101,-71.2662025
32.8843552,-117.2338066
34.367641,-89.5391483
32.3319107,-80.8875861
31.3288416,-89.3315894
39.9506815,-75.6011672
39.9506815,-75.6011672
38.5678631,-121.4399041
39.075059,-108.5522531
39.6581424,-78.928357
32.6323536,-87.3191655
32.2777551,-106.7455792
40.7295546,-73.8213213
40.7213264,-73.7941163
34.7179437,-92.3714901
35.1242857,-89.9360705
33.2090389,-97.153439
46.0469456,-118.3875722
35.3137111,-83.1765333
32.7830575,-79.9365839
35.0637521,-78.8722341
41.15375,-81.35127
40.7700703,-73.9580246
40.4258686,-86.9080655
38.7627893,-93.7360498
44.9024546,-68.6638413
41.640396,-70.9694555
43.6599999,-70.27
47.759038,-122.202107
36.7973473,-76.1899661
31.7701607,-106.5047596
34.4854334,-117.4203974
46.0469456,-118.3875722
40.7443091,-73.9418603
40.1528719,-76.6027455
30.4407853,-84.2883519
42.724305,-84.4796047
42.724305,-84.4796047
39.9978764,-76.3541274
38.9043608,-104.7637619
39.9556241,-75.1647529
42.73416,-90.4784621
37.5481822,-77.4533454
42.1112958,-88.0607565
40.788109,-73.5947459
44.5235792,-89.574563
44.5235792,-89.574563
33.7700012,-84.3811458
42.6568574,-71.1407888
42.4349152,-83.1541796
42.1142977,-72.7484311
38.0193657,-122.1341321
47.2529105,-122.4417426
38.0193657,-122.1341321
34.1456654,-118.1268976
43.0484029,-75.3785034
36.9759345,-82.5757108
42.3944416,-71.2220832
40.622777,-93.9341158
33.192168,-117.3028803
43.0478261,-76.1432291
28.8066384,-96.9960925
40.5952146,-74.1827119
36.1457192,-86.8066559
42.6430359,-95.2019399
39.3460266,-76.5827767
41.0788974,-81.5147245
28.8066384,-96.9960925
42.3053253,-83.6694169
31.5470221,-97.1243287
39.8206062,-86.1700894
33.9077751,-118.0830047
33.9415653,-117.3733989
33.9415653,-117.3733989
33.207199,-87.5482025
28.8066384,-96.9960925
28.8066384,-96.9960925
42.3956556,-72.5219617
40.5742696,-74.60988
39.7305994,-94.7381013
48.7562157,-122.4894588
41.5999808,-93.6750005
40.6551234,-75.2128996
39.5069974,-84.745231
42.9149029,-78.8750644
35.1879507,-97.4421919
42.9174901,-78.8524199
40.0022406,-75.3208107
42.1090649,-79.9822126
