institution,position,address,url,year
"U of Colorado, Denver",Assistant professor in Rhetoric/Composition  [18321] ,"English, PO Box 173364, Campus Bx 175 1015 9th Street Park, Denver, CO 80217",http://www.ucdenver.edu,2012-2013
"U of Minnesota, Duluth",Associate or Full Professor of Writing Studies  [18330] ,"Writing Studies, 1201 Ordean Ct, 420 Hum, Duluth, MN 55812",http://www.d.umn.edu/writ,2012-2013
Utica C,Assistant Professor of English American Literature  [18357] ,"English, 1600 Burrstone Rd, Utica, NY 13502",http://www.Click2Apply.net/vfgwhdw,2012-2013
Yale-NUS College,"Assistant/Associate/Professor of Humanities, Writing  [18344] ","Humanities Division, 6 College Ave East #B1-01, Singapore ",http://www.yale-nus.edu.sg,2012-2013
Belmont University,Assistant Professor of English (British Literature)  [18406] ,"English, 1900 Belmont Blvd WHB 200, Nashville, TN 37212",http://www.belmont.edu,2012-2013
Belmont University,Assistant Professor of English (Creative Writing)  [18408] ,"English, 1900 Belmont Blvd WHB 200, Nashville, TN 37212",http://www.belmont.edu,2012-2013
Belmont University,Assistant Professor of English (Writing)  [18409] ,"English, 1900 Belmont Blvd WHB 200, Nashville, TN 37212",http://www.belmont.edu,2012-2013
Fort Hays SU,"Associate/Full Professor of English, Goss Distinguished Professor of Excellence in Teaching  [18417] ","English, 600 Park St, Hays, KS 67601",http://www.fhsu.edu/positions,2012-2013
Governors SU,Assistant or Associate Professor Composition  [18382] ,"English & Writing Progs, C of Arts & Sciences, University Park, IL 60484",http://www.Click2Apply.net/njs2p5s,2012-2013
Governors SU,"Assistant or Associate Professor- English Education, Composition and Rhetoric  [18383] ","English & Writing Progs, C of Arts & Sciences, University Park, IL 60484",http://www.Click2Apply.net/hqs8wz5,2012-2013
Maryville C,Visiting Instructor in English  [18395] ,"Hum Div, 502 E Lamar Alexander Pwy, Maryville, TN 37804",http://www.maryvillecollege.edu,2012-2013
 Western Oregon U,Assistant Professor of Digital Writing  [18387] ,"Humanities, 345 N Monmouth Av, Monmouth, OR 97361",http://www.wou.edu/las/humanities/english/,2012-2013
Western Oregon U,Non-Tenure Track Instructor of English  [18388] ,"Humanities, 345 N Monmouth Av, Monmouth, OR 97361",http://www.wou.edu/las/humanities/english/,2012-2013
Central Washington University,"Assistant Professor, Professional and Technical Writing  [18424] ","English, 400 E University Way, Ellensburg, WA 98926",http://jobs.cwu.edu/postings/1472,2012-2013
Concordia College ,Assistant Professor(s) of English  [18423] ,"English, 901 8th St S, Moorhead, MN 56562",http://www.cord.edu/hr,2012-2013
Fort Hays SU,Tenure-Track Assistant Professor of English  [18437] ,"English, 600 Park St, Hays, KS 67601",http://www.fhsu.edu/positions,2012-2013
Michigan State University,Assistant Professor in Cultural Rhetorics & Digital Humanities  [18441] ,"Dean''s Office in the College of Arts and Letters, 319 Linton Hall, East Lansing, MI 48824",http://www.Click2Apply.net/mb4q83s,2012-2013
New York University,FULL-TIME CLINICAL ASSISTANT PROFESSOR IN FIRST-YEAR PROGRAM (SCIENCE WRITING)  [18421] ,"Gallatin School of Individualized Study, 715 Broadway, New York, NY 10003",http://www.nyuopsearch.com/applicants/Central?quickFind=51486,2012-2013
Pace University,Assistant Professor of Rhetoric and Composition  [18431] ,"English, 861 Bedford Rd, Pleasantville, NY 10570",http://www.pace.edu,2012-2013
" U of Maine, Augusta",English/Writing Lab Coordinator  [18425] ,"Humanities Div, 46 University Dr, Augusta, ME 04330",http://www.uma.maine.edu/office-of-human-resources/employment-opportunities/,2012-2013
United States Military Academy,Assistant Professor (English)  [18428] ,"English & Philos, 607 Cullum Rd, West Point, NY 10996",http://www.usma.edu,2012-2013
California Baptist University,Open-Rank Professor of English/Creative Writing  [18459] ,"Mod Langs & Lit, 8432 Magnolia Av, Riverside, CA 92504",http://www.calbaptist.edu/faculty,2012-2013
Colgate U,Visiting Assistant Professor of Writing & Rhetoric  [18466] ,"Writing and Rhetoric, 13 Oak Drive, Hamilton, NY 13346",http://www.colgate.edu,2012-2013
 Southern Connecticut SU,Assistant or Associate Professor of Composition  [18470],"English, 501 Crescent St, New Haven, CT 06515",http://www.southernct.edu/employment/Job_Openings/,2012-2013
Southern Polytechnic SU,"Assistant Professor, English  [18488] ","English, Tech Communication, & Media Arts, 1100 S Marietta Pky, Marietta, GA 30060",http://etcma.spsu.edu,2012-2013
"U of Colorado, Colorado Springs","Writing Center Director, Ph.D. Required  [18477] ","English, 1420 Austin Bluffs Pky, Colorado Springs, CO 80918",http://www.uccs.edu,2012-2013
Youngstown SU,"Asst. Professor, English (Rhetoric/Composition)  [18484] ","English, 1 University Plz, Youngstown, OH 44555",http://www.Click2Apply.net/mdwry8g,2012-2013
Pace University,Assistant Professor - Writing Program Director  [18521] ,"English, 861 Bedford Rd, Pleasantville, NY 10570",http://www.pace.edu,2012-2013
Saginaw Valley SU,Assistant Professor of English-Composition  [18491] ,"English, 7400 Bay Rd, University Center, MI 48710",http://www.jobs.svsu.edu,2012-2013
"U of Massachusetts, Dartmouth","Assistant Professor, English/Writing in the Disciplines & Writing Center Faculty Coordinator  [18516] ","English, 285 Old Westport Rd, North Dartmouth, MA 02747",https://secure.interfolio.com/apply/20896,2012-2013
"California SU, Northridge",Assistant Professor  [18558] ,"English, 18111 Nordhoff St Sierra Tower Rm 702, Northridge, CA 91330",http://www.csun.edu/english/,2012-2013
Dominican U,"Lecturer, English  [18547] ","English, 7900 W Division St, River Forest, IL 60305",http://www.dom.edu,2012-2013
 Frostburg SU,Instructor/Assistant Professor of English  [18529] ,"English, 101 Braddock Rd, Frostburg, MD 21532",http://www.frostburg.edu,2012-2013
Millikin U,Assistant or Associate Professor in Writing and Rhetoric  [18523] ,"English, 1184 W Main St, Decatur, IL 62522",http://millikin.edu/english,2012-2013
"New York City C of Tech, CUNY",Assistant Professor of English  [18532] ,"English, 300 Jay St, Brooklyn, NY 11201",http://www.citytech.cuny.edu,2012-2013
Illinois Central C,Tenure Track Faculty - Basic Writing and College Composition  [18572] ,"English, 1 College Dr Rm 315B, East Peoria, IL 61635",http://www.icc.edu/jobs,2012-2013
 Palomar C,"Assistant Professor, English  [18563] ","English, 1140 W Mission Rd, San Marcos, CA 92069",http://apptrkr.com/305796,2012-2013
 U of Wisconsin Cs,Assistant Professor of English  [18567] ,"English, 1500 N University Dr, Waukesha, WI 53188",http://uwc.edu/depts/english,2012-2013
Georgia Inst of Tech,Marion L. Brittain Postdoctoral Fellowship  [18533] ,"Lit, Media, & Communication, 686 Cherry St, 336 Skiles Bldg, Atlanta, GA 30332",http://www.lmc.gatech.edu/writingcomm/brittain/application.php,2012-2013
Kean University,"Business and Professional Writing, Assistant Professor (Two Positions)--Wenzhou, China  [18600] ","Wenzhou, China",http://www.kean.edu/KU/Wenzhou-Kean-University-Positions,2012-2013
Kean University,"Writing and Language Development, Lecturer (Ten Positions)--Wenzhou, China  [18601] ","Wenzhou, China",http://www.kean.edu/KU/Wenzhou-Kean-University-Positions,2012-2013
Maryland Inst C of Art,"ESL (Humanistic Studies), Full-time Faculty  [18602] ","Human Resources, 1300 West Mount Royal Ave, Baltimore, MD 21217",http://www.mica.edu/About_MICA/Departments_and_Services/Human_Resources/Careers_at_MICA/Faculty_Positions.html,2012-2013
Monroe Comm C,"English, Faculty Member, Full Time Tenure-Track, Fall ''13  [18624]","English & Philos, 1000 E Henrietta Rd, Rochester, NY 14623",http://jobs.monroecc.edu/postings/1656,2012-2013
Georgia Regents U,English Studies Lecturer  [18661] ,"English & For Langs, 2500 Walton Way, Augusta, GA 30904",http://www.gru.edu,2012-2013
Kent State University,Assistant Professor of LRSP (Tenure-Track)  [18639] ,"English, PO Box 5190, 113 Satterfield Hall, Kent, OH 44242",http://www.kent.edu/english,2012-2013
Lamar University,Assistant Professor - English & Modern Language 498909  [18646] ,"English & Mod Langs, PO Box 10023, Beaumont, TX 77710",http://apptrkr.com/310579,2012-2013
Manhattan College,Two Full-time Visiting Positions in Teaching Writing  [18649] ,"English, 4513 Manhattan College Pky, Bronx, NY 10471",http://www.manhattan.edu,2012-2013
Molloy College,Assistant Professor of English  [18611] ,"English, PO Box 5002, 1000 Hempstead Av, Rockville Centre, NY 11571",http://www.molloy.edu,2012-2013
" SU of New York, U at Albany",Director of Undergraduate Writing  [18645] ,"Office of the Vice Provost for Undergraduate Education, Lecture Center 30 1400 Washington Ave, Albany, NY 12222",http://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=36920,2012-2013
"U of Massachusetts, Dartmouth",Full Time Lecturer English  [18648] ,"English, 285 Old Westport Rd, North Dartmouth, MA 02747 ",https://secure.interfolio.com/apply/21096,2012-2013
"U of Wisconsin, Platteville",Director of First-Year Composition  [18660] ,"Humanities, 1 University Plaza, Platteville, WI 53818",http://www.uwplatt.edu,2012-2013
"U of Wisconsin, Platteville",Assistant Professor Multi-Ethnic American Literature  [18663] ,"Humanities, 1 University Plaza, Platteville, WI 53818",http://www.uwplatt.edu,2012-2013
Goshen College,Visiting Assistant Professor of English  [18689],"English, 1700 S Main St, Goshen, IN 46526",http://www.goshen.edu/employment,2012-2013
Unoversity of Alabama,Assistant Professor in the Clinical/Lecturer Faculty Track  [18695] ,"English, Box 870244, Tuscaloosa, AL 35487",http://www.english.ua.edu/,2012-2013
U of Michigan,Lecturer III  [18688] ,"Sweetland Center for Writing, 1310 North Quad, 105 S. State St., Ann Arbor, MI 48109",http://www.lsa.umich.edu/sweetland,2012-2013
 Washington & Lee U,Visiting Assistant Professor/Instructor in Professional Communication  [18684] ,"Williams School of Commerce, Economics & Politics, 204 West Washington St., Lexington, VA 24450",http://williams.wlu.edu,2012-2013
 Azusa Pacific U,Assistant or Associate Professor  [18709] ,"English, 901 E Alosta Av, Azusa, CA 91702",http://www.apu.edu/cp/employment/,2012-2013
City U of Hong Kong,Associate Professor/Assistant Professor  [18700] ,"English, Kowloon Tong, Kowloon, Hong Kong",http://www.cityu.edu.hk,2012-2013
 George Washington U,Assistant Professor of Writing  [18711] ,"University Writing Prog, 801 22nd St NW, 553 Rome Hall, Washington, DC 20052",http://www.gwu.edu,2012-2013
Inst Universitaire de Tech de Dijon,Lecteur Universit� de Bourgogne  [18714] ,"Computer Science, Business Studies & IT, bld Docteur Petitjean B.P. 17867, 21075 Dijon France ",http://iut-dijon.u-bourgogne.fr,2012-2013
West Texas A&M U,Writing Instructor  [18705] ,"English, Philos, & Mod Langs, PO Box 60908, Canyon, TX 79016",http://www.wtamu.edu,2012-2013
"Columbia C, Chicago","Full Time Lecturer - First Year Writing, English  [18723] ","English, 600 S Michigan Av, Chicago, IL 60605",https://employment.colum.edu,2012-2013
East Tennessee SU,Post-Doctoral Fellowship in English  [18731] ,"Lit & Lang, PO Box 70683, Johnson City, TN 37614",http://www.etsu.edu,2012-2013
Massachusetts Inst of Tech,"Associate Director, Writing Across the Curriculum  [18717] ","Writing & Hum Studies, 77 Massachusetts Av Rm 14E-303, Cambridge, MA 02139",https://academicjobsonline.org/ajo/jobs/2533,2012-2013
Massachusetts Inst of Tech,"Lecturer I, Writing Across the Curriculum  [18718] ","Writing & Hum Studies, 77 Massachusetts Av Rm 14E-303, Cambridge, MA 02139",https://academicjobsonline.org/ajo/jobs/2534,2012-2013
Morgan State University,Assistant/Associate/Professor of English  [18741] ,"English, 1700 E Cold Spring Ln, 202 Holmes Hall, Baltimore, MD 21251",http://www.morgan.edu,2012-2013
U of Georgia,Lecturer in English  [18730] ,"English, 252 Park Hall, Athens, GA 30602  ",https://secure.interfolio.com/apply/21212,2012-2013
"U of Tennessee, Knoxville",Lecturer in English  [18739] ,"English, 301 McClung Tower, Knoxville, TN 37996",http://www.utk.edu,2012-2013
Westminster C,Assistant Professor of English  [18738] ,"English, 501 Westminster Av, Fulton, MO 65251",http://www.westminster-mo.edu,2012-2013
Portland State University,"Assistant Professor, Rhetoric and Composition Studies  [18743] ","English, PO Box 751, Portland, OR 97207",http://www.pdx.edu/,2012-2013
 Newberry C,"Chair, Department of Humanities  [18776] ","English, Lit, & Langs, 2100 College St, Newberry, SC 29108",http://www.newberry.edu,2012-2013
Tulane University,Post-Doctoral Teaching Fellow  [18789] ,"English, 6823 St Charles Av, New Orleans, LA 70118",http://tulane.edu/liberal-arts/english/index.cfm,2012-2013
 U of Alabama,Full-time Instructor Position  [18771],"English, Box 870244, Tuscaloosa, AL 35487",http://www.as.ua.edu/english/,2012-2013
 Westminster C,Post-Doctoral Teaching Fellow in English  [18777] ,"English, Salt Lake City, UT 84105",http://www.westminstercollege.edu,2012-2013
Morgan State University,Assistant/Associate/Professor of English  [18810] ,"English, 1700 E Cold Spring Ln, 202 Holmes Hall, Baltimore, MD 21251",http://www.morgan.edu,2012-2013
Scripps College ,PART-TIME LECTURERS IN WRITING FALL SEMESTER 2013  [18806] ,"English, 1030 Columbia Av, Claremont, CA 91711",http://www.scrippscollege.edu/academics/department/writing/index.php,2012-2013
Virginia Commonwealth U,Core Curriculum Instructor  [18813] ,"Ofc of the Vice Provost for Instruction & Student Success, 1015 Floyd Ave Room 5128, Richmond, VA 23284",http://www.vcu.edu/uc,2012-2013
Central College,Director of the Writing Center  [18825],"English, 812 University, Pella, IA ",http://www.central.edu/jobseekers/,2012-2013
 Central Connecticut SU,"Assistant Professor, Developmental Writing  [18822] ","English, Willard Hall 304 1615 Stanley St, New Britain, CT 06050",http://www.ccsu.edu,2012-2013
Harper College ,English Faculty  [18836] ,"English & Lit, 1200 W Algonquin Rd, Palatine, IL 60067",http://jobs.harpercollege.edu/applicants/Central?quickFind=175106,2012-2013
Hobart & William Smith Colleges,Assistant Professor of Writing and Rhetoric  [18830] ,"Writing & Rhetoric, Smith Hall 214, Geneva, NY 14456",http://www.hws.edu/offices/hr/employment/fac_2013_WandR_OneYear.aspx        ,2012-2013
Lane Comm C,"Writing Specialists (2), English Department  [18832] ","Lang, Lit & Communication Studies, 4000 E 30 Av, Eugene, OR 97405",http://lanecc.edu/llc/english,2012-2013
Penn State U,Visiting Assistant Professor of Business Writing  [18827] ,"English, 105 Burrowes Bldg, University Park, PA 16802",http://english.la.psu.edu,2012-2013
Christian Brothers U,"Assistant Professor of English, Rhetoric and Composition, or Communications  [18851] ","Lit & Lang, 650 E Parkway S, Memphis, TN 38104",http://www.cbu.edu,2012-2013
 City U of Hong Kong,Graduate Teaching Assistants for Freshman English support at City University campus  [18855] ,"English, Kowloon Tong, Kowloon Hong Kong",https://secure.interfolio.com/apply/21386,2012-2013
 Lone Star College System,"Faculty, Transitional Studies English (#9576) CF Cypress Center  [18871] ","Employment & Recruiting, 5000 Research Forest Drive, The Woodlands, TX 77381",http://lonestar.edu,2012-2013
Bemidji SU,Assistant or Associate Professor of English  [18875] ,"English, 1500 Birchmont Dr NE #23, Bemidji, MN 56601",http://agency.governmentjobs.com/bemidji/default.cfm,2012-2013
 Haverford C,Haverford College Writing Fellows  [18884] ,"English, 370 Lancaster Av, Haverford, PA 19041",http://secure.interfolio.com/apply/21441,2012-2013
"U of South Carolina, Beaufort","Visiting Assistant Professor, Composition & Rhetoric  [18890] ","English & Theatre, One University Blvd, Bluffton, SC 29909",http://www.uscb.edu/employment,2012-2013
 Western Oregon U,"Instructor, Writing and ESL  [18881] ","Humanities, 345 N Monmouth Av, Monmouth, OR 97361",http://www.wou.edu,2012-2013
The Juilliard School,Assistant Professor of ESL and Liberal Arts  [18903] ,"Human Resources, 60 Lincoln Center Plaza, New York, NY 10023",http://www.juilliard.edu,2012-2013
" U of Arkansas, Little Rock",Assistant Professor - R97278  [18893] ,"Rhetoric & Writing, 2801 S University, Little Rock, AR 72204",http://ualr.edu,2012-2013
Foothill College,English Instructor  [18920] ,"Lang Arts Div, 12345 El Monte Rd, Los Altos Hills, CA 94022",http://apptrkr.com/333995,2012-2013
 Monmouth C,Two-Year Assistant Professor - British Literature  [18908],"English, 700 E Broadway, Monmouth, IL 61462",http://www.monmouthcollege.edu,2012-2013
Oklahoma SU,"Visiting Assistant Professor�Composition, Technical Writing and/or Undergraduate Literature  [18919] ","English, 205 Morrill Hall, Stillwater, OK 74078",http://english.okstate.edu,2012-2013
" U of Missouri, Kansas City",Assistant Teaching Professor/Coordinator of Writing Assessment  [18907] ,"English, 5121 Rockhill Rd, 106 Cockefair Hall, Kansas City, MO 64110",http://www.umkc.edu/,2012-2013
"U of Nevada, Reno","Lecturer, English  [18909] ","English, Reno, NV 89557",http://www.unr.edu,2012-2013
U of the Pacific,Visiting Assistant Professor  [18905] ,"English, 3601 Pacific Av, Stockton, CA 95211",http://english.pacific.edu/,2012-2013
 Roger Williams U,Visiting Assistant Professor of Writing Studies  [18929] ,"For Langs, 1 Old Ferry Rd, Bristol, RI 02809",http://www.Click2Apply.net/kkgqycy,2012-2013
 Southwestern Oklahoma SU,Assistant/Associate Professor; Tenure-Track  [18927] ,"Lang & Lit, 100 Campus Dr, Weatherford, OK 73096",http://www.swosu.edu,2012-2013
 Misericordia U,Assistant Professor - English  [18938] ,"English, 301 Lake St, Dallas, PA 18612",http://www.misericordia.edu,2012-2013
 U of Massachusetts,"Deputy Director, Writing Program  [18943] ","Writing Program, 181 Presidents Drive, Amherst, MA 01003 ",https://secure.interfolio.com/apply/21543,2012-2013
" U of Minnesota, Duluth",Instructor/Assistant Professor of Writing Studies  [18946] ,"Writing Studies, 1201 Ordean Ct, 420 Hum, Duluth, MN 55812",http://www.d.umn.edu/writ,2012-2013
Skidmore C,Two Visiting Assistant Professors  [18967] ,"English, 815 N Broadway, Saratoga Springs, NY 12866",http://careers.skidmore.edu/applicants/Central?quickFind=54890,2012-2013
Temple U,Assistant Professor  [18972] ,"English, Anderson Hall, 10th Fl 1114 W Polett Walk, Philadelphia, PA 19122",http://www.temple.edu/english,2012-2013
U of Maryland,Visiting Assistant Professor � Academic Writing  [18973] ,"English, 2119 Tawes Hall, College Park, MD 20742",https://www.english.umd.edu/,2012-2013
Ball State University,Contract Faculty Position  [18988] ,"English, 2000 W University Av Robert Bell 297, Muncie, IN 47306",http://www.bsu.edu/hrs/jobpostings,2012-2013
Ball State University,Contract Faculty Position  [18989] ,"English, 2000 W University Av Robert Bell 297, Muncie, IN 47306",http://www.bsu.edu/hrs/jobpostings,2012-2013
 Molloy C,Assistant Professor of English  [18980] ,"English, PO Box 5002, 1000 Hempstead Av, Rockville Centre, NY 11571",http://www.molloy.edu,2012-2013
New York U,DIRECTOR  [18976] ,"English, 19 Univ Pl, Rm 503, New York, NY 10003",http://english.as.nyu.edu,2012-2013
 U of South Alabama,Instructor  [18992] ,"English, 307 University Blvd, HUMB 240, Mobile, AL 36688",http://www.southalabama.edu,2012-2013
 U of the Arts,Instructor of First Year Writing  [18981] ,"Lib Arts Div, 320 S Broad St, Philadelphia, PA 19102",http://uarts.edu,2012-2013
" SU of New York, U at Albany",Lecturers- Writing and Critical Inquiry  [18978] ,"Office of the Vice Provost for Undergraduate Education, Lecture Center 30 1400 Washington Ave, Albany, NY 12222",http://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=39379,2012-2013
Fitchburg SU,Assistant Professor/British & World Literature/One Year Temp  [19002] ,"English, 160 Pearl St, Fitchburg, MA 01420",http://www.fitchburgstate.edu/humanres,2012-2013
U of Dayton,"Full-Time Lecturer in English: Composition  [19009] 

","English, 300 College Park, Dayton, OH 45469",http://www.udayton.edu,2012-2013
Ball SU,Contract Faculty Position/Composition  [19013] ,"English, 2000 W University Av Robert Bell 297, Muncie, IN 47306",http://www.bsu.edu,2012-2013
"Penn State U, Erie, Behrend C",Lecturer in English  [19022] ,"Humanities & Social Sciences, 4701 College Dr, Erie, PA 16563",http://psbehrend.psu.edu/school-of-humanities-social-sciences/resources-for/prospective-faculty-staff,2012-2013
 Texas A&M U,Lecturer  [19023] ,"English, 4227 TAMU, College Station, TX 77843",http://www.english.tamu.edu,2012-2013
Ohio University,Visiting Lecturer of Linguistics and English [19072],"Linguistics, 383 Gordy Brown, Athens, OH, 45701",Http://linguistics.ohio.edu/ELIP,2012-2013
Arkansas Tech U,Assistant Professor of English  [19162] ,"Russellville, AR 72801 
",https://apply.interfolio.com/22155,2013-2014
Armstrong Atlantic SU,Lecturer in English  [19497] ,"Savannah, GA 31419 
",https://apply.interfolio.com/22495,2013-2014
Azusa Pacific U,Assistant Professor of English  [19564] ,"Azusa, CA 91702 
",https://apply.interfolio.com/22715,2013-2014
Baylor U,Full-Time Lecturer in Technical Writing  [19389] ,"Waco TX 76798 
",https://apply.interfolio.com/22437,2013-2014
Bridgewater SU,"Dept. of English, Assistant Professor of Rhetoric and Composition (full time, tenure track)  [19546] "," Bridgewater, MA 02325",https://apply.interfolio.com/22686,2013-2014
Brigham Young U,Assistant Professor-English  [19209] ,"Provo, UT 84602 ",https://apply.interfolio.com/22364,2013-2014
California Polytechnic SU,Assistant Professor - Technical and Professional Communication  [19259] ,"San Luis Obispo, CA 93407 
",https://apply.interfolio.com/22623,2013-2014
Colorado SU,Assistant Professor of English: Rhetoric and Composition with Specialization in Digital Rhetorics  [19215] ,"Fort Collins, CO 80523 ",https://apply.interfolio.com/21962,2013-2014
Colorado SU,Assistant Professor of English: Rhetoric and Composition with Specialization in Public Rhetorics ,"Fort Collins, CO 80523 ",https://apply.interfolio.com/21963,2013-2014
Cottey College,Assistant Professor of English  [19320] ," Nevada, MO 64772
",https://apply.interfolio.com/22608,2013-2014
Embry-Riddle Aeronautical U,Assistant Professor in Humanities and Social Sciences  [19553] ,"Daytona Beach, FL 32114 ",https://apply.interfolio.com/22700,2013-2014
Florida Gulf Coast U,"Composition, Instructor I (5 positions), Reg. #1834  [19507] ","Fort Myers, FL 33965 ",https://apply.interfolio.com/22624,2013-2014
Florida Gulf Coast U,"Rhetoric & Composition, Assistant Professor, Req. #1865  [19513] ","Fort Myers, FL 33965 ",https://apply.interfolio.com/22626,2013-2014
Georgia C & SU,Assistant Professor of English (Composition/Rhetoric)  [19305] ,"Milledgeville, GA 31061 ",https://apply.interfolio.com/22406,2013-2014
 Georgia SU,Lecturer in Rhetoric and Composition  [19567] ,"Atlanta, GA 30302 ",https://apply.interfolio.com/22718,2013-2014
Georgia Southern U,Assistant Professor of Writing and Linguistics  [19420] ,"Statesboro, GA 30460 ",https://apply.interfolio.com/22446,2013-2014
Georgia Southern U,Assistant Professor of Professional and Technical Writing  [19421] ,"Statesboro, GA 30460 ",https://apply.interfolio.com/22447,2013-2014
Hobart & William Smith Colleges,Associate or advanced Assistant Professor of Writing and Rhetoric  [19535] ,"Geneva, NY 14456 ",https://apply.interfolio.com/22646,2013-2014
Indiana U,Assistant or Associate Professor in composition and rhetoric  [19466] ,"Bloomington, IN 47405 ",https://apply.interfolio.com/22479,2013-2014
 Lehigh U,Advanced Assistant Professor or Tenured Associate Professor in Composition and Rhetoric  [19425] ,"Bethlehem, PA 18015 ",https://apply.interfolio.com/22450,2013-2014
Longwood U,Assistant Professor Rhetoric and Professional Writing  [19298] ,"Farmville, VA 23909 ",https://apply.interfolio.com/22401,2013-2014
Loyola U Maryland,"Assistant Professor, Writing (Two Openings)  [19179] ","Baltimore, MD 21210 ",https://apply.interfolio.com/22353,2013-2014
Marquette U,Assistant Professor of English (Rhetoric and Composition)  [19319] ,"Milwaukee, WI 53201 ",https://apply.interfolio.com/22413,2013-2014
Marygrove C,Assistant Professor of English  [19444] ,"Detroit, MI 48221 ",https://apply.interfolio.com/22386,2013-2014
Miami U,Assistant Professor of English  [19232] ,"Oxford, OH 45056 ",https://apply.interfolio.com/22267,2013-2014
Molloy C,Assistant Professor of English  [19157] ,"Rockville Centre, NY 11571 ",https://apply.interfolio.com/22610,2013-2014
Moravian C,Assistant Professor of English  [19460] ,"Bethlehem, PA 18018 ",https://apply.interfolio.com/22469,2013-2014
Oberlin C,Assistant Professor in Rhetoric and Composition  [19223] ,"Oberlin, OH 44074 ",https://apply.interfolio.com/22373,2013-2014
Penn State U,Digital Humanities Design Consultant  [19301] ,"University Park, PA 16802 ",https://apply.interfolio.com/22538,2013-2014
Providence C,Assistant Professor of English  [19478] ," Providence, RI 02918 ",https://apply.interfolio.com/22488,2013-2014
Purdue U,Advanced-Assistant or Associate Professor of English—Rhetoric and Composition  [19397] ,"West Lafayette, IN 47907 ",https://apply.interfolio.com/22339,2013-2014
San Diego SU,Director University Writing Center (Associate Professor/Professor of Rhetoric and Writing)  [19176] ,"San Diego, CA 92182 ",https://apply.interfolio.com/22151,2013-2014
San Jose State University,Writing Across the Curriculum (WAC) Director  [19418] ,"San Jose, CA 95192 ",https://apply.interfolio.com/22454,2013-2014
San Jose State University,Assoc./Full Professor of Composition/Rhetoric and Writing Program Administrator  [19419] ,"San Jose, CA 95192 ",https://apply.interfolio.com/22451,2013-2014
San Jose State University,Assistant or Associate Professor to Coordinate Stretch Program  [19452] ,"San Jose, CA 95192 ",https://apply.interfolio.com/22448,2013-2014
Santa Clara U,Assistant Professor of Rhetoric and Composition  [19274] ,"Santa Clara, CA 95053 ",https://apply.interfolio.com/22231,2013-2014
"Southern Illinois U, Edwardsville",Assistant Professor of English: Rhetoric and Composition Studies  [19477] ,"Edwardsville, IL 62026 ",https://apply.interfolio.com/22611,2013-2014
Texas A&M U,"Advanced Assistant Professor, Gender and Sexuality Studies with an Emphasis in Rhetoric  [19311] ","College Station, TX 77843 ",https://apply.interfolio.com/22614,2013-2014
Texas Woman's U,Assistant/Associate Professors of English (Rhetoric)  [19534] ,"Denton, TX 76204 ",https://apply.interfolio.com/22645,2013-2014
" U of California, Davis",Assistant or Associate Professor in Rhetoric and Composition  [19436] ,"Davis, CA 95616 ",https://apply.interfolio.com/22456,2013-2014
"U of California, Santa Barbara",Lectureship in Composition  [19296] ,"Santa Barbara, CA 93106 ",https://apply.interfolio.com/22399,2013-2014
U of Cincinnati,"Assistant to Advanced Assistant Professor, Composition & Rhetoric  [19290] ","Cincinnati, OH 45221 ",https://apply.interfolio.com/22397,2013-2014
"U of Colorado, Colorado Springs",Assistant Professor of Rhetoric and/or Composition and Director of First Year Rhetoric and Writing  [19235] ,"Colorado Springs, CO 80918 ",https://apply.interfolio.com/22368,2013-2014
U of Evansville,First Year Seminar Instructor  [19237] ,"Evansville, IN 47722 ",https://apply.interfolio.com/22249,2013-2014
" U of Illinois, Urbana-Champaign",Assistant/Associate Professor in Writing Studies  [19332] ,"Urbana, IL 61801 ",https://apply.interfolio.com/22420,2013-2014
U of Kansas,Assistant Professor of English  [19451] ,"Lawrence, KS 66045 ",https://apply.interfolio.com/22466,2013-2014
U of Maryland,Assistant or Associate Professor of Rhetoric and Composition  [19539] ,"College Park, MD 20742 ",https://apply.interfolio.com/22649,2013-2014
 U of Massachusetts,"Associate Professor, Rhetoric and Composition  [19530] ","Amherst, MA 01003 ",https://apply.interfolio.com/22644,2013-2014
U of Nebraska,Assistant Professor of English  [19465] ,"Lincoln, NE 68588 ",https://apply.interfolio.com/22478,2013-2014
U of New Hampshire,Assistant Professor in Composition  [19156] ,"Durham, NH 03824 ",https://apply.interfolio.com/22239,2013-2014
"U of South Carolina, Columbia",Assistant Professor of English  [19370] ,"Columbia, SC 29208 ",https://apply.interfolio.com/22318,2013-2014
"U of South Carolina, Columbia",Assistant Professor of English  [19372] ,"Columbia, SC 29208 ",https://apply.interfolio.com/22319,2013-2014
U of Southern Mississippi,"Assistant Professor, Professional Writing and Public Discourse  [19334] ","Hattiesburg, MS 39406 ",https://apply.interfolio.com/22421,2013-2014
"U of Texas, Austin ",Assistant Professor of Rhetoric and Writing  [19273] ,"Austin, TX 78712",https://apply.interfolio.com/22245,2013-2014
U of Utah,"Assistant Professor, Writing and Rhetoric [19402]","Salt Lake City, UT 84112",https://apply.interfolio.com/22442,2013-2014
