Institution,Position,Address,URL
Tufts U,First-Year Writing Part-time Lecturers (non-tenure track)  [35946] ,"Medford, MA 02155",https://apply.interfolio.com/61098
U of Pittsburgh,Lecturer in Compostion (multiple positions)  [35924],"Pittsburgh, PA 15260",https://apply.interfolio.com/61087
"U of Tennessee, Knoxville",Lecturer in English  [35883] ,"Knoxville, TN 37996",https://apply.interfolio.com/61086
Western Carolina U,Assistant Professor of English -- Rhetoric and Composition  [35923] ,"Cullowhee, NC 28723",https://jobs.wcu.edu/postings/10293
Graceland U,Writing Center Director  [36063] ,"Lamoni, IA 50140",https://apply.interfolio.com/61367
Yonsei U,Professor in English Literature or Writing Studies (one position)  [36043] ,"134 Shinchon-dong, Sudaemun-ku, Seoul, 01 KR 120-749 ",http://www.yonsei.ac.kr/sc/recruit/notice02.jsp
Florida International University,Instructor of English (Search Extended) [rhetmap 21]       ,"Miami, Florida 33199","https://facultycareers.fiu.edu/?posting=516087	
"
"North Central University	",Assistant or Associate Professor of English [rhetmap 22],"Minneapolis, Minnesota 55404","https://careers.insidehighered.com/job/1723855/assistant-or-associate-professor-of-english/	"
University of Kentucky ,Academic Senior Coordinator (three positions) [rhetmap 23],"Lexington, KY 40506",https://ukjobs.uky.edu/postings/search?utf8=%E2%9C%93&query=technical+writing&query_v0_posted_at_date=&225=&commit=Search
SC Governors School for Science & Math,English Instructor  [36163] ,"Hartsville, SC 29550",https://apply.interfolio.com/61556
Tulane U,Professor-of-Practice  [36423] ,"New Orleans, LA 70118",https://apply.interfolio.com/61702
US Military Acad,Teaching Postdoctoral for English Composition and Literature  [36485] ,"West Point, NY 10996",https://apply.interfolio.com/62281
University of Wisconsin-Oshkosh,Visiting Lecturer Position in Professional and Digital Writing [rhetmap 24],"Oshkosh, WI 54901",https://docs.google.com/document/d/1WLJDHU5xbYJxEicSoG0GTn9-XPSQiQ8SBqDWBTMkqSA/edit?usp=sharing 
Hamilton C,Visiting Assistant Professor of Communication (Digital Media Theory)  [36604] ,"Clinton, NY 13323 ",https://apply.interfolio.com/62412
"U of California, Berkeley",Lecturer  [36586] ,"Berkeley, CA 94720",https://aprecruit.berkeley.edu/JPF02126
Augusta U,Instructor of English  [36845] ,"Augusta, GA 30912",https://apply.interfolio.com/63125
Bard High School Early College Manhattan,"Instructor of the Humanities /Social Sciences, Bard Sequence Program  [36848] ","New York, NY 10002",https://apply.interfolio.com/63063
Bard High School Early College Newark,"Instructor of the Humanities / Social Sciences, Bard Sequence Program  [36849] ","Newark, NJ 07103",https://apply.interfolio.com/63063
"U of Alabama, Huntsville",Full Time Lecturer  [36824] ,"Huntsville, AL United States 35899",https://apply.interfolio.com/63127
US Coast Guard Acad,USCGA Lecturer (English) AD-1710-00  [36846] ,"Humanities Dept, New London, CT 06320",https://apptrkr.com/get_redirect.php?id=1453799
Christian Brothers University ,Visiting Assistant Professor of English: Rhetoric and Composition/Digital Rhetoric [rhetmap 25],"Memphis, TN 38104-5568	","https://cbu.interviewexchange.com/candapply.jsp?JOBID=110608#pageTop	
"
Syracuse University,Assistant Teaching Professor of Writing and Rhetoric (non-tenure-track) [37003],"Syracuse, NY 13244 ",https://www.sujobopps.com/postings/80124
Fairfield U,Visiting Assistant Professor of Professional Writing  [37063] ,"Fairfield, CT 06824",https://ffd.wd1.myworkdayjobs.com/en-US/EmploymentOpportunities/job/Fairfield-CT/Visiting-Assistant-
Louisiana SU & A&M C,Instructor of English  [37103] ,"Baton Rouge, LA 70803",https://lsu.wd1.myworkdayjobs.com/LSU/job/LSU---Baton-Rouge/Instructor---English_R00033523
Saint Lawrence U,"Director, Munn Center (Writing and Speaking Center)  [37243] ","Canton, NY 13617",https://employment.stlawu.edu/
Cedarville U,English Faculty  [37283] ,"Cedarville, OH 45314",https://www.cedarville.edu/cf/hr/application/index.cfm
Scripps College,Writing Associate ,"Claremont, CA 91711",https://theclaremontcolleges.wd1.myworkdayjobs.com/en-US/SCR_Career_Staff/job/Balch-Hall/Writing-Associate_REQ-1767
