Institution,Position,Address,URL
Kansas State University,"Assistant Professor, Rhetoric and Composition, Writing Center Director  [19586] ","Manhattan, KS 66506 ",https://apply.interfolio.com/22768
Champlain C,Assistant Professor - Rhetoric  [19624] ,"Burlington, VT 05402",https://apply.interfolio.com/22911
"City College, CUNY",Assistant and Associate Professors in Composition and Rhetoric (English)  [19665] ,"New York, NY 10031 ",https://apply.interfolio.com/22929
Clemson U,"Assistant Professor of Digital Rhetorics, Comparative Media, and Civic Culture  [19655] ","Clemson, SC 29634 ",https://apply.interfolio.com/22989
Coastal Carolina U,Assistant Professor of English - Composition and Rhetoric  [19646] ,"Conway, SC 29528 ",https://apply.interfolio.com/22923
Mt St Mary's U,Assistant and Associate Professor of Communication Studies (two position)  [19680] ,"Emmitsburg, MD 21727 ",https://apply.interfolio.com/22933
Nevada SC,Assistant Professor of Rhetoric and Composition/Writing Center Director  [19676] ,"Henderson, NV 89002 ",https://apply.interfolio.com/23009
Oklahoma SU,Assistant Professor in Professional Writing & Associate Composition Director  [19619] ,"Stillwater, OK 74078 ",https://apply.interfolio.com/22997
Old Dominion U,Assistant Professor - Rhetorical Studies  [19638] ,"Norfolk, VA 23529",https://apply.interfolio.com/22914
Old Dominion U,Senior-Level Appointment in Writing Studies  [19640] ,"Norfolk, VA 23529",https://apply.interfolio.com/22915
Pacific Lutheran U,Assistant Professor of English - Rhetoric and Composition  [19694] ,"Tacoma, WA 98447 ",https://apply.interfolio.com/22948
"U of Illinois, Springfield",Tenure-Track Assistant Professor of English  [19689] ,"Springfield, IL 62703 ",https://apply.interfolio.com/22945
U of Maryland Baltimore County,Assistant Professor—Digital Humanities/Rhetoric and Composition  [19599] ,"Baltimore, MD 21250 ",https://apply.interfolio.com/22904
Yale-NUS College,Hiring Associate Director of the Writing Program  [19633] ,Singapore,https://apply.interfolio.com/22970
California Baptist U,Assistant Professor of English  [19765] ,"Riverside, CA",https://apply.interfolio.com/23125
"California SU, Chico",Assistant or Associate Professor – Composition and Rhetoric  [19710] ,"Chico, CA 95929 ",https://apply.interfolio.com/23111
Christopher Newport U,Lecturer in English (Environmental Rhetoric & Science Writing)  [19771] ,"Newport News, VA 23606 ",https://apply.interfolio.com/23127
Comm C of Philadelphia,"English Generalist Faculty, Full-Time  [19728] ","Philadelphia, PA 19130 ",https://apply.interfolio.com/23112
Michigan Tech U,Assistant Professor of Professional and Technical Communication  [19783] ,"Houghton, MI 49931 ",https://apply.interfolio.com/23134
North Carolina Central U,Assistant Professor of Rhetoric/Composition  [19746] ,"Durham, NC 27707 ",https://apply.interfolio.com/23106
U of Alaska Southeast,Assistant Professor of English / Humanities  [19709] ,"Juneau, AK 99801 ",https://apply.interfolio.com/23110
"U of Houston, Clear Lake",Assistant Professor of Writing  [19764] ,"Houston, TX 77058 ",https://apply.interfolio.com/23124
"U of Illinois, Chicago",Professor/Director of First Year Writing Program  [19706] ,"Chicago, IL 60607 ",https://apply.interfolio.com/23109
U of Oklahoma,Assistant or Associate Professor of English in Composition and Rhetoric  [19702] ,"Norman, OK 73019 ",https://apply.interfolio.com/23108
U of Pittsburgh,"Assistant Professor of Composition, Literacy, Pedagogy, and Rhetoric (2 Positions)  [19757] ","Pittsburgh, PA 15260 ",http://apply.interfolio.com/23044
U of Rhode Island,"Assistant Professor of Writing & Rhetoric, Multi-Modal Composing  [19770] ","Kingston, RI 02881 ",https://apply.interfolio.com/23126
U of Tampa,Assistant Professor of English (First Year Writing)  [19777] ,"Tampa, FL 33606 ",https://apply.interfolio.com/23131
Utah SU,Assistant Professor of Technical and Professional Communication  [19810] ,"Logan, UT 84322 ",http://apply.interfolio.com/23174
U of Waterloo,"Lecturer in Business Writing, Technical Writing, or Communication Design  [19819] ","Waterloo, ON Canada ",https://apply.interfolio.com/23246
 Brigham Young U-Hawaii,English Professor (Rank Open)  [19822] ,"Laie, HI 96762 ",https://apply.interfolio.com/23254
" California SU, Long Beach",Associate or Full Professor of English  [19877] ,"Long Beach, CA 90840",https://apply.interfolio.com/23280
Elgin Comm C,English Instructor - Fall 2014 (Tenure-Track)  [19855] ,"Elgin, IL 60123 ",https://apply.interfolio.com/23269
Francis Marion U,Assistant Professor of English - English Education (14-02)  [19868] ," Florence, SC 29502 ",https://apply.interfolio.com/23273
 Francis Marion U,Assistant Professor of English - Rhetoric and Composition (14-03)  [19870] ,"Florence, SC 29502 ",https://apply.interfolio.com/23275
Iowa SU,Associate Professor or Professor  [19894] ,"Ames, IA 50011 ",https://apply.interfolio.com/23325
Modern Language Association,"Indexer, MLA International Bibliography  [19893] ","New York, NY 10004 ",https://apply.interfolio.com/23260
Michigan Tech U,Assistant Professor of Rhetoric and Composition  [19841] ,"Houghton, MI 49931 ",https://apply.interfolio.com/23261
New C of Florida,Director of Writing  [19891] ,"Sarasota, FL 34243 ",https://apply.interfolio.com/23287
U of Dayton,"Assistant Professor of English, specializing in TESOL  [19842] ","Dayton, OH 45469 ",https://apply.interfolio.com/23262
Penn State U,Assistant Professor of English  [19826] ,"University Park, PA 16802 ",https://apply.interfolio.com/23256
Cleveland SU,College Lecturer  [19976] ,"Cleveland, OH 44115 ",https://apply.interfolio.com/23435
Daemen C,Assistant Professor in Rhetoric and Composition  [19962] ,"Amherst, NY 14226 ",https://apply.interfolio.com/23448
Iowa SU,Lecturer-College-Level Communication Courses  [19988] ,"Ames, IA 50011",https://apply.interfolio.com/23429
Northwest Missouri SU,Assistant Professor of English with Specialization in Composition & Rhetoric  [19985] ,"Maryville, MO 64468 ",https://apply.interfolio.com/23431
Northwest Missouri SU,Assistant Professor of English with Specialization in Composition & Rhetoric  [19987] ,"Maryville, MO 64468 ",https://apply.interfolio.com/23430
Spelman C,Assistant/Associate Professor of English (Rhetoric / Composition)  [19959] ,"Atlanta, GA 30314 ",https://apply.interfolio.com/23450
Swarthmore C,Assistant Director of the Writing Program and Assistant Professor of English (non-tenure track)  [19960] ,"Swarthmore, PA 19081 ",https://apply.interfolio.com/23449
 Texas Tech U,Technical Communication and Rhetoric  [19968] ,"Lubbock, TX 79409 ",https://apply.interfolio.com/23445
"U of Illinois, Springfield",Instructor of Composition  [19947] ,"Springfield, IL 62703 ",https://apply.interfolio.com/23456
"U of Wisconsin, La Crosse",Assistant Professor of English/Journalism and New Media Studies  [19975],"La Crosse, WI 54601 ",https://apply.interfolio.com/23436
"Baruch C, CUNY",Assistant or Associate Professor and Director of the Writing Program  [19937] ,"New York, NY 10010 ",https://apply.interfolio.com/23462
Florida Southern C,Grant Writer  [19940] ,"Lakeland, FL 33801 ",https://apply.interfolio.com/23459
Appalachian SU,Assistant or Associate Professor of Professional Writing  [19933] ,"Boone, NC 28608",https://apply.interfolio.com/23464
Central Connecticut SU,Director of Composition  [19911] ,"New Britain, CT 06050 ",https://apply.interfolio.com/23477
Christopher Newport U,Assistant Professor of English (Rhetoric & Composition)  [19992] ,"Newport News, VA 23606",https://apply.interfolio.com/23474
DeSales U,Assistant Professor of English  [19912] ,"Center Valley, PA 18034 ",https://apply.interfolio.com/23476
"SU of New York, Fashion Inst of Tech","Full-Time, Tenure-track Faculty Digital Rhetoric and Writing at FIT  [19916] "," New York, NY 10001 ",https://apply.interfolio.com/23475
Stephen F Austin SU,Assistant Professor of Rhetoric and Composition  [19923] ,"Nacogdoches, TX 75962",https://apply.interfolio.com/23468
" U of California, Berkeley","Professor, History and Theory of Rhetoric  [19990] ","Berkeley, CA 94720 ",https://apply.interfolio.com/23482
U of Louisville,"Assistant Professors, Rhetoric and Composition, University of Louisville, Fall 2014  [19932] ","Louisville, KY 40292 ",https://apply.interfolio.com/23465
"U of Maine, Augusta",English/Writing Lab Coordinator - Anticipated Faculty Vacancy  [19901] ,"Augusta, ME 04330 ",https://apply.interfolio.com/23479
"U of Nevada, Reno","Assistant or Associate Professor, English in Rhetoric and Composition  [19922] ","Reno, NV 89557",https://apply.interfolio.com/23469
"U of Texas, El Paso",Advanced Assistant or Associate Professor-Dept. of English  [19934] ,"El Paso, TX 79968",https://apply.interfolio.com/23463
West Chester U,"Assistant Professor of English, Multimodal Writing & Rhetoric  [19920] ","West Chester, PA 19383 ",https://apply.interfolio.com/23471
Elon U,Lecturer in English Composition  [20019] ,"Elon, NC 27244 ",https://apply.interfolio.com/23529
Indiana U of Pennsylvania,"Assistant Professor, Composition Studies  [20033] ","Indiana, PA 15705",https://apply.interfolio.com/23535
Indiana U of Pennsylvania,"Assistant Professor, English/Writing Studies  [20034] ","Indiana, PA 15705 ",https://apply.interfolio.com/23536
Syracuse U,Assistant Professor in Rhetoric and Composition  [20010] ,"Syracuse, NY 13244 ",https://apply.interfolio.com/23527
"California State University, Northridge",Assistant Professor of English  [20052] ,"Northridge, CA 91330",https://apply.interfolio.com/23542
North Dakota SU,"Advanced Assistant or Associate Professor, First-Year Writing Director  [20058] ","Fargo, ND 58108",https://apply.interfolio.com/23545
Lawrence Tech U,Assistant Professor - Writing  [20068] ,"Southfield, MI 48075 ",https://apply.interfolio.com/23587
U of Wyoming,Assistant Professor of English  [20013] ,"Laramie, WY 82071",https://apply.interfolio.com/23585
Ball State University,Assistant Professor/Rhetoric and Composition  [20095] ,"Muncie, IN 47306 ",https://apply.interfolio.com/23639
"Baruch C, CUNY",Director of Writing Program (Assistant or Associate Professor) - English  [20071] ,"New York, NY 10010 ",https://apply.interfolio.com/23626
Dartmouth C,Neukom Fellows at Dartmouth College  [20103] ,"Hanover, NH 03755 ",https://apply.interfolio.com/23662
Dordt C,English Faculty  [20122] ,"Sioux Center, IA 51250 ",https://apply.interfolio.com/23653
New Jersey City U,Assistant Professor of English -- Composition/Rhetoric Studies  [20086] ,"Jersey City, NJ 07305 ",http://apply.interfolio.com/23631
New York U,FULL-TIME CLINICAL ASSISTANT PROFESSOR IN FIRST-YEAR PROGRAM (WRITING AND VISUAL ARTS)  [20072] ,"New York, NY 10003 ",https://apply.interfolio.com/23627
Oakton Comm C,Assistant or Associate Professor of English  [20113] ,"Des Plaines, IL 60016 ",https://apply.interfolio.com/23648
"Penn State U, New Kensington",Lecturer of English/Professional Writing  [20128] ,"New Kensington, PA 15068 ",https://apply.interfolio.com/23672
Rockford U,"Assistant Professor of English, Tenure Track  [20098] "," Rockford, IL 61108",https://apply.interfolio.com/23641
"SU of New York, C at Cortland",Assistant or Associate Professor of Writing Studies/Director of Campus Writing Programs  [20121] ,"Cortland, NY 13045",https://apply.interfolio.com/23652
"U of California, San Diego",Academic Coordinator/Lecturer  [20094] ,"La Jolla, CA 92093 ",https://apply.interfolio.com/23638
U of Iowa,Assistant Professor of Creative Nonfiction & Creative Writing  [20108] ," Iowa City, IA 52242 ",https://apply.interfolio.com/23646
" U of Massachusetts, Boston",Assistant Professor of Rhetoric and Composition- Professional Writing  [20106] ," Boston, MA 02125 ",https://apply.interfolio.com/23644
 U of Southern California,Full-Time Non-Tenure-Track Positions in Writing  [20093] ,"Los Angeles, CA 90089",https://apply.interfolio.com/23637
Alma College,"Assistant Professor of English, Director of Writing Center  [20161] ","Alma, MI 48801 ",https://apply.interfolio.com/23763
American U of Kuwait,English - Open Rank  [20142] ,"Safat, Kuwait",https://apply.interfolio.com/23728
Christian Brothers U,"Assistant Professor of English or Rhetoric and Composition (3-year contract, with option to renew  [20156] ","Memphis, TN 38104 ",https://apply.interfolio.com/23772
Coe C,Assistant Professor of Rhetoric with WAC coordination responsibilities  [20147] ,"Cedar Rapids, IA 52402 ",https://apply.interfolio.com/23589
George Mason U,"Assistant Director, Writing Across the Curriculum Program  [20181] ","Fairfax, VA 22030 ",https://apply.interfolio.com/23744
Hastings C,Assistant Professor of English  [20175] ,"Hastings, NE 68902 ",https://apply.interfolio.com/23741
Michigan SU,COLLEGE OF ARTS AND LETTERS Experience Architecture Cluster  [20151] ,"East Lansing, MI 48824 ",https://apply.interfolio.com/23773
"New York City C of Tech, CUNY",Assistant Professor of English  [20152] ,"Brooklyn, NY 11201 ",https://apply.interfolio.com/23732
Ohio Wesleyan U,"Assistant Professor of English  [20143]","Delaware, OH 43015 ",https://apply.interfolio.com/23729
Rose-Hulman Inst of Tech,Assistant Professor of English  [20159] ,"Terre Haute, IN 47803",https://apply.interfolio.com/23735
" U of North Carolina, Greensboro","Assistant Professor in Rhetoric & Composition  [20179]","Greensboro, NC 27412 ",https://apply.interfolio.com/23743
 C of Charleston,Instructor of English -- Composition  [20216] ,"Charleston, SC 29424",https://apply.interfolio.com/23811
American U of Beirut,Assistant Professor in Rhetoric/Composition  [20243] ,"Riad El-Solh, Beirut Lebanon",https://apply.interfolio.com/23834
" C of Staten Island, CUNY",Abbreviated Ad – Assistant or Associate Professor – Composition & Rhetoric  [20228] ,"Staten Island, NY 10314 ",https://apply.interfolio.com/23822
Carilion Clinic,JCHS FACULTY 9-MONTH  [20194] ,"Roanoke, VA 24014",https://apply.interfolio.com/23803
Iowa SU,Professor and ISUComm Director  [20193] ,"Ames, IA 50011 ",https://apply.interfolio.com/23800
Loras C,Assistant Professor of English  [20206] ,"Dubuque, IA 52001 ",https://apply.interfolio.com/23809
Morgan SU,Assistant/Associate/Professor of English  [20222] ,"Baltimore, MD 21251 ",https://apply.interfolio.com/23808
Morgan SU,Assistant/Associate/Professor of English  [20223] ,"Baltimore, MD 21251 ",https://apply.interfolio.com/23807
Morgan SU,Assistant/Associate/Professor of English  [20265] ,"Baltimore, MD 21251 ",https://apply.interfolio.com/23802
Pace U,Assistant Professor of Rhetoric and Composition  [20211] ,"Pleasantville, NY 10570",https://apply.interfolio.com/23843
Rensselaer Polytechnic Inst,"Professor & Department Head, Communication & Media  [20250] ","Troy, NY 12180 ",https://apply.interfolio.com/23840
SC Governors School for Science & Math,English Instructor  [20251] ,"Hartsville, SC 29550 ",https://apply.interfolio.com/23842
Tennessee Tech U,Assistant Professor of English  [20258] ,"Cookeville, TN 38505",https://apply.interfolio.com/23833
"U of Massachusetts, Boston",Assistant Professor of Rhetoric and Composition  [20107] ,"Boston, MA 02125 ",https://apply.interfolio.com/23645
"U of Massachusetts, Dartmouth","Assistant Professor, Director, First Year English  [20256] ","North Dartmouth, MA 02747 ",https://apply.interfolio.com/23838
"U of Massachusetts, Dartmouth",Assistant Professor - Public Relations  [20260] ,"North Dartmouth, MA 02747 ",https://apply.interfolio.com/23831
Hampton U,Assistant Professor of English  [20308] ,"Hampton, VA 23668 ",https://apply.interfolio.com/23904
Iowa State University,"Assistant, Associate, or Full Professor - Science Communication  [20277] ","Ames, IA 50011 ",https://apply.interfolio.com/23891
 Ohio U,Assistant Professor of English  [20286] ,"Athens, OH 45701 ",https://apply.interfolio.com/23894
Pace U ,Assistant Professor - Rhetoric and Composition  [20276] ," New York, NY 10038",https://apply.interfolio.com/23910
"Texas A&M U, Kingsville",Assistant Professor of English  [20312] ,"Kingsville, TX 78363",https://apply.interfolio.com/23905
"U of California, Irvine",Assistant Professor: Rhetoric and Composition/Academic English  [20307] ,"Irvine, CA 92697 ",https://apply.interfolio.com/23903
U of Mississippi,Instructor of Composition and Rhetoric (Fast Track)  [20285] ,MS 38677,https://apply.interfolio.com/23893
U of Mississippi,Instructor of Composition and Rhetoric  [20287] ,MS 38677,https://apply.interfolio.com/23895
"U of South Carolina, Beaufort","Assistant Professor of English, Composition-Rhetoric, WPA  [20293]","Bluffton, SC 29909",https://apply.interfolio.com/23899
 Illinois Inst of Tech,Assistant Professor of Communication  [20306] ," Chicago, IL 60616 ",https://apply.interfolio.com/23926
Philadelphia University,Assistant Professor and Coordinator of Communications  [20315] ,"Philadelphia, PA 19144 ",https://apply.interfolio.com/23930
Calvin College,Assistant or Associate Professor of English  [20320] ,"Grand Rapids, MI 49546 ",https://apply.interfolio.com/23934
" C of Staten Island, CUNY",Associate Professor – Composition & Rhetoric  [20322] ,"Staten Island, NY 10314 ",https://apply.interfolio.com/23941
Hampton U,Assistant Professor of English  [20308] ,"Hampton, VA 23668 ",https://apply.interfolio.com/23904
Hobart & William Smith Colleges,"Writing and Rhetoric, Open Rank  [20313] ","Geneva, NY 14456",https://apply.interfolio.com/23935
Auburn U,Assistant/Associate Professor of English  [20331] ,"Auburn University, AL 36849 ",https://apply.interfolio.com/23985
Auburn U,Assistant Professor of English  [20332] ,"Auburn University, AL 36849 ",https://apply.interfolio.com/23986
 Dartmouth C,Assistant or Associate Director for Program Development  [20348] ,"Hanover, NH 03755 ",http://apply.interfolio.com/23947
Hofstra U,Two Anticipated Faculty Openings for Writing Studies and Composition  [20338] ,"Hempstead, NY 11549",https://apply.interfolio.com/24003
Indiana U Northwest,"Assistant Professor, Children's and Young Adult Literature  [20351] ","Gary, IN 46408 ",https://apply.interfolio.com/23992
Maryville C,Visiting Instructor of English  [20346] ,"Maryville, TN 37804 ",https://apply.interfolio.com/23976
Palomar C,"Assistant Professor, English  [20339] ","San Marcos, CA 92069 ",https://apply.interfolio.com/23987
U of the Pacific,Director of University Writing Programs  [20324] ,"Stockton, CA 95211 ",https://apply.interfolio.com/23982
Yale-NUS College,"Hiring Research Associate to the President, Yale-NUS College  [20343] ",Singapore,https://apply.interfolio.com/23990
Massachusetts C of Art & Design,"Tenure-Track Faculty, Assistant or Associate Professor of Liberal Arts  [20340] ","Boston, MA 02115",https://apply.interfolio.com/23988
Adrian C,1st- year CORE full-time instructor position  [20363] ,"Adrian, MI 49221 ",https://apply.interfolio.com/24023
 Alfred SC,"Assistant Professor of English, Rhetoric and Composition  [20374] ","Alfred, NY 14802 ",https://apply.interfolio.com/24029
Barry U,Assistant Professor of English (Comp/Rhet) & Coordinator of Multilingual Writing Pedagogy  [20361] ,"Miami Shores, FL 33161 ",https://apply.interfolio.com/24041
Barry U,Assistant Professor of English (Composition/Rhetoric)  [20367] ,"Miami Shores, FL 33161 ",https://apply.interfolio.com/24039
Carroll C,Assistant Professor of English  [20393] ,"Helena, MT 59625 ",https://apply.interfolio.com/24048
Coe C,"Writing Center Director, Adjunct Assistant Professor of Rhetoric  [20359] "," Cedar Rapids, IA 52402 ",https://apply.interfolio.com/23874
Idaho SU,Visiting Assistant Professor of English  [20372] ,"Pocatello, ID 83209 ",https://apply.interfolio.com/24028
Samford U,Assistant/Associate Professor of Rhetoric and Composition  [20365] ,"Birmingham, AL 35229 ",https://apply.interfolio.com/24025
 Coastal Carolina U,Assistant Professor of Digital Writing and Humanistic Studies  [20424] ,"Conway, SC 29528 ",https://apply.interfolio.com/24077
Elon U,Assistant Professor of English (Professional Writing and Rhetoric)  [20401] ,"Elon, NC 27244 ",https://apply.interfolio.com/24072
Holy Names U,Assistant Professor of English  [20420] ,"Oakland, CA 94619 ",https://apply.interfolio.com/24075
 Shawnee SU,"Assistant Professor/Director, Developmental Writing  [20399] ","Portsmouth, OH 45662 ",https://apply.interfolio.com/24071
Auburn U,Assistant Director of University Writing for ePortfolios  [20455] ,"Auburn, AL 36849",https://apply.interfolio.com/24129
Butte C,English Instructor  [20484] ,"Oroville, CA 95965 ",https://apply.interfolio.com/24141
Harper College,"ENGLISH, FULL-TIME, TENURE TRACK FACULTY  [20472] "," Palatine, IL 60067 ",https://apply.interfolio.com/24137
"CUNY, LaGuardia Comm C",Assistant Professor of English  [20480] ," Long Island City, NY 11101 ",https://apply.interfolio.com/24139
Keystone C,Assistant Professor of English (Full Time Tenure Track)  [20458] ,"La Plume, PA 18440 ",https://apply.interfolio.com/24132
Marymount Manhattan C,Assistant Professor of Academic Writing  [20454] ,"New York, NY 10021 ",https://apply.interfolio.com/24128
Millsaps C,Writing Center Coordinator  [20476] ,"Jackson, MS 39210 ",https://apply.interfolio.com/24138
