Institution,Position,Address,URL
Nazareth C of Rochester,Director of the Charles Mills Writing Center  [20459] ,"Rochester, NY 14618 ",https://apply.interfolio.com/24133
Pratt Inst,ASSISTANT/ASSOCIATE PROFESSOR OF WRITING  [20456] ,"Brooklyn, NY 11205 ",https://apply.interfolio.com/24130
U of Wisconsin Cs,Assistant Professor of English  [20451] ,"Waukesha, WI 53188 ",https://apply.interfolio.com/24127
 Carilion Clinic,JCHS FACULTY 9-MONTH  [20536] ,"Roanoke, VA 24014 ",https://apply.interfolio.com/24208
Columbus SU,ASSISTANT PROFESSOR OF RHETORIC AND COMPOSITION  [20491] ,"Columbus, GA 31907 ",https://apply.interfolio.com/24183
Drexel U,Advanced Assistant/Associate Professor of Composition & Rhetoric & Director of First-Year Writing  [20526] ,"Philadelphia, PA 19104 ",https://apply.interfolio.com/24189
 Frostburg SU,Instructor/Assistant Professor of English  [20520] ,"Frostburg, MD 21532 ",https://apply.interfolio.com/24186
Georgia Inst of Tech,"Marion L. Brittain Postdoctoral Fellowship Composition, Technical Communication, and Digital Pedagog  [20529] ","Atlanta, GA 30332 ",https://apply.interfolio.com/24191
Massachusetts C of Lib Arts,Assistant Professor of English –- Digital Journalism  [20533] ,"North Adams, MA 01247 ",https://apply.interfolio.com/24193
Stanford U,Professor of English (Teaching) and Director of the Program in Writing and Rhetoric  [20542] ,"Stanford, CA 94305 ",https://apply.interfolio.com/24179
U of New Haven,Tenure Track Assistant Professor - Department of English  [20530] ,"West Haven, CT 06516 ",https://apply.interfolio.com/24192
 Santa Rosa JrC,English Instructor (2 Positions)  [20571] ,"Santa Rosa, CA 95401",https://apply.interfolio.com/24229
New York U Shanghai,LANGUAGE LECTURER - ENGLISH FOR ACADEMIC PURPOSES  [20592] ,"New York, NY 10012",https://apply.interfolio.com/24232
U of Waterloo,Assistant Professor of Writing Studies  [20598] ,"Waterloo, ON Canada",https://apply.interfolio.com/24239
Berry C,Visiting Assistant Professor/Instructor of Composition and Rhetoric  [20619] ,"Mt Berry, GA 30149 ",https://apply.interfolio.com/24260
Roger Williams U,"Asst. Professor of Writing Studies, Rhetoric, & Composition  [20612] ","Bristol, RI 02809",https://apply.interfolio.com/24269
 C of the Mainland,Assistant Professor of English  [20627] ,"Texas City, TX 77591 ",https://apply.interfolio.com/24301
Columbia U,Lecturer in Discipline  [20629] ," New York, NY 10027 ",https://apply.interfolio.com/24302
 U of Illinois at Chicago,"Visiting Assistant Professor, Freshman Experience Initiative  [20639] ","Chicago, IL 60607 ",https://apply.interfolio.com/24308
U of Maryland University C- Asia,Collegiate Faculty  [20631] ,Germany,https://apply.interfolio.com/24299
Central Oregon Comm C,Assistant Professor I of English (Tenure Track)  [20641] ,"Bend, OR 97701 ",https://apply.interfolio.com/24325
U of Michigan,Lecturer III  [20652] ,"Ann Arbor, MI 48109 ",https://apply.interfolio.com/24326
Zayed U,Assistant Professors  [20656] ,"Dubai, United Arab Emirate",https://apply.interfolio.com/24328
Zayed U,"Chair,Department of English and Writing Studies,University College,Abu Dhabi/Dubai  [20657] ","Dubai, United Arab Emirate",https://apply.interfolio.com/24329
 Kent SU,994757 - Faculty Tenure-Track 9 mo.  [20662] ,"Kent, OH 44242 ",https://apply.interfolio.com/24352
Kettering U,Assistant Professor of Comunication  [20679] ,"Flint, MI 48504 ",https://apply.interfolio.com/24357
Mississippi SU,Instructor of Writing and Literature  [20677] ,"Mississippi State, MS 39762 ",https://apply.interfolio.com/24355
Oberlin C,Visiting Assistant Professor of Rhetoric and Composition  [20678] ,"Oberlin, OH 44074 ",https://apply.interfolio.com/24356
"U of Louisiana, Lafayette",Assistant/Associate Professor of English  [20673] ,"Lafayette, LA 70504 ",https://apply.interfolio.com/24353
Cape Breton University,"Assistant Professor, Writing Studies or Composition/Rhetoric [Not on MLA]","Cape Breton Island, Nova Scotia, Canada",http://www.cbu.ca/content/assistant-professor-writing-studies-or-compositionrhetoric
" Auburn U, Montgomery",Assistant Professor of Composition  [20686] ,"Montgomery, AL 36124 ",https://apply.interfolio.com/24384
Embry-Riddle Aeronautical U,Assistant/Associate Professor of Professional Communications  [20696] ,"Prescott, AZ 86301",https://apply.interfolio.com/24388
Pittsburg SU,Assistant Professor of English  [20702] ," Pittsburg, KS 66762",https://apply.interfolio.com/24391
Southeastern Oklahoma SU,Tenure-track Writing Specialist/Assistant Professor  [20710] ,"Durant, OK 74701",https://apply.interfolio.com/24394
"U of Massachusetts, Lowell",Lecturer (NTT) - ESL  [20692] ,"Lowell, MA 01854 ",https://apply.interfolio.com/24386
U of the Virgin Islands,Assistant or Associate Professor of English  [20698] ,"St Thomas, VI 00802 ",https://apply.interfolio.com/24389
 Wichita SU,Assistant Professor of Composition Studies  [20709] ,"Wichita, KS 67260 ",https://apply.interfolio.com/24393
Auburn U,Lecturer  [20735] ,"Auburn University, AL 36849 ",https://apply.interfolio.com/24442
C of the Desert,"Instructor, English - Full time  [20744] ","Palm Desert, CA 92260 ",https://apply.interfolio.com/24447
Chadron SC,English (Writing Specialist) and Humanities Faculty - (Tenure-Track)  [20740] ,"Chadron, NE 69337 ",https://apply.interfolio.com/24445
Coastal Carolina U,Assistant Professor of First Year Writing & Instructional Technologies  [20711] ,"Conway, SC 29528 ",https://apply.interfolio.com/24404
Milwaukee Sch of Engineering,General Studies Faculty  [20736] ,"Milwaukee, WI 53202 ",https://apply.interfolio.com/24443
New Economic School,Lecturer of English  [20738] ,"Moscow, Russia ",https://apply.interfolio.com/24444
"U of North Carolina, Charlotte",Lecturer in Technical/Professional Writing  [20731] ,"Charlotte, NC 28223 ",https://apply.interfolio.com/24463
Merrimack C,Assistant Professor of Contemporary Literataure  [20787] ,"North Andover, MA 01845 ",http://apply.interfolio.com/24512
"Penn State U, New Kensington",Assistant Professor of English and Composition Coordinator  [20786] ,"Kensington, PA 15068 ",https://apply.interfolio.com/24511
 Salem SU,"Faculty, Writing Center Coordinator, Full-Time, Temporary, Fall 2014  [20776] ","Salem, MA 01970 ",https://apply.interfolio.com/24488
Tulane U,Post-Doctoral Teaching Fellowships  [20784] ,"New Orleans, LA 70118 ",http://apply.interfolio.com/24484
"U of North Carolina, Charlotte",Director of the Writing Resources Center  [20783] ,"Charlotte, NC 28223 ",https://apply.interfolio.com/24510
U of South Florida,Visiting Instructor of English  [20750] ,"Tampa, FL 33620",https://apply.interfolio.com/24487
CUNY Graduate Center,Digital Humanities Manager (Academic Program Manager)  [20809] ,"New York, NY 10016 ",https://apply.interfolio.com/24534
"SU of New York, Fashion Inst of Tech","Full-Time, Tenure-track Faculty Digital Rhetoric and Writing at FIT  [20803] ","New York, NY 10001 ",https://apply.interfolio.com/24533
U of the Virgin Islands,Assistant or Associate Professor of English  [20789] ,"St Thomas, VI 00802 ",https://apply.interfolio.com/24531
Virginia Military Inst,Assistant Professor of English  [20816] ,"Lexington, VA 24450 ",https://apply.interfolio.com/24538
 California Baptist U,English Faculty Tenure Track  [20821] ,"Riverside, CA 92503",https://apply.interfolio.com/24580
New Mexico Highlands U,Assistant Professor of English Tenure-Track (English Language and Linguistics)  [20834] ,"Las Vegas, NM 87701",https://apply.interfolio.com/24585
Southern Polytechnic SU,Assistant Professor of English  [20823] ,"Marietta, GA 30060 ",https://apply.interfolio.com/24581
Southern Polytechnic SU,Lecturer of English  [20824] ,"Marietta, GA 30060 ",https://apply.interfolio.com/24582
U of Alabama,Multi-year Contract Instructor Positions  [20825] ,"Tuscaloosa, AL 35487 ",https://apply.interfolio.com/24583
"U of Arkansas, Little Rock",Professor of Professional Writing  [20837] ,"Little Rock, AR 72204",https://apply.interfolio.com/24586
Monmouth U,"Assistant Professor, English  [20844] ","West Long Branch, NJ 07764 ",https://apply.interfolio.com/24590
Santa Clara U,Lecturer  [20830] ," Santa Clara, CA 95053 ",http://apply.interfolio.com/24572
Pittsburg SU,Full Time Temporary Instructor of English  [20870] ,"Pittsburg, KS 66762",https://apply.interfolio.com/24631
Saginaw Valley SU,Assistant Professor of English  [20864] ,"University Center, MI 48710 ",https://apply.interfolio.com/24628
U of Virginia,Instructional Technologist  [20865] ,"Charlottesville, VA 22904 ",https://apply.interfolio.com/24636
West Texas A&M U,Writing Instructor  [20866] ,"Canyon, TX 79016",https://apply.interfolio.com/24629
U of Waterloo,Two Lecturer Positions in Writing Studies  [20873] ," Waterloo, Ontario, Canada",https://apply.interfolio.com/24647
Linguistic Society of America,Director of Communications  [20886] ,"Washington, DC 20036 ",https://apply.interfolio.com/24671
 U of Connecticut,Assistant Professor in Residence and Writing Center Coordinator  [20883] ,"Storrs, CT 06269 ",https://apply.interfolio.com/24668
U of Vermont,Associate Professor of English  [20884] ,"Burlington, VT 05405 ",https://apply.interfolio.com/24669
 U of Virginia,Instructional Technologist  [20865] ,"Charlottesville, VA 22904 ",https://apply.interfolio.com/24636
 Haverford C,Writing Fellows for the College Writing Program  [20896] ,"Haverford, PA 19041 ",http://apply.interfolio.com/24659
Southern New Hampshire U,MFA Administrative Director  [20901] ," Manchester, NH 03106 ",https://apply.interfolio.com/24702
U of Indianapolis,Non-Tenure-Track Instructor or Assistant Professor of English: Composition/Rhetoric  [20909] ," Indianapolis, IN 46227 ",https://apply.interfolio.com/24704
"U of North Carolina, Charlotte",Visiting Lecturer in German  [20903] ,"Charlotte, NC 28223 ",https://apply.interfolio.com/24710
"U of North Carolina, Asheville        ",Assistant Professor of Literature and Language  [20910] ," Asheville, NC 28804 ",https://apply.interfolio.com/24712
Santa Clara U,Assistant Professor in Rhetoric and Composition  [20925] ,"Santa Clara, CA 95053 ",https://apply.interfolio.com/24748
The New York Public Library,Humanities Curator  [20922] ,"New York, NY 10016",https://apply.interfolio.com/24747
" U of Wisconsin, Eau Claire",Visiting Assistant Professor in Writing  [20931] ,"Eau Claire, WI 54702",https://apply.interfolio.com/24749
University of Dayton,Full-Time Lecturer in English: Composition & ESL  [20935] ,"Dayton, OH 45469",https://apply.interfolio.com/24764
Oklahoma SU,"Visiting Assistant Professor–Composition, Technical Writing and/or Undergraduate Literature  [20954]
","Stillwater, OK 74078 ",https://apply.interfolio.com/24777
U of the Pacific,Visiting Assistant Professor  [20949] ,"Stockton, CA 95211 ",https://apply.interfolio.com/24793
 Westminster C,"One-Year Faculty Positon in Communication  [20955]
","Salt Lake City, UT 84105 ",https://apply.interfolio.com/24792
Bowdoin C,Director of Writing and Rhetoric  [20968] ,"Brunswick, ME 04011 ",https://apply.interfolio.com/24834
" U of Nevada, Reno",Lecturer/Assistant Director  [20974] ,"Reno, NV 89557 ",https://apply.interfolio.com/24831
North Central C,English  [20992] ,"Naperville, IL 60540 ",https://apply.interfolio.com/24838
Roosevelt U,Lecturer in English Composition  [20998] ,"Chicago, IL 60605 ",https://apply.interfolio.com/24943
"U of Nevada, Reno","Postdoctoral Fellow, English  [20987] ","Reno, NV 89557 ",https://apply.interfolio.com/24941
Ohio Northern U,Visiting Assistant Professor of Professional Writing & Rhetoric  [21007] ,"Ada, OH 45810",https://apply.interfolio.com/24970
Southwestern Oklahoma SU,"Assistant Professor of English, Tenure-track, Department of Language & Literature, Position 14-F035  [21002] ","Weatherford, OK 73096 ",https://apply.interfolio.com/24968
Ball SU,Contract Faculty Position/Writing Instructor  [21054] ,"Muncie, IN 47306 ",https://apply.interfolio.com/25032
U of Maine,"Assistant Professor of Composition Studies, Fixed-Length  [21056] ","Orono, ME 04469 ",https://apply.interfolio.com/25033
Podomoro University (Babson Global),Assistant Professor of English Rhetoric  [21072] ,"Jakarta, Indonesia",http://apply.interfolio.com/25048
Dartmouth C,Interim Director of Student Support Services  [21089] ,"Hanover, NH 03755 ",https://apply.interfolio.com/25126
 Minot SU,English Tenure Track: Writing  [21082] ,"Minot, ND 58707 ",https://apply.interfolio.com/25120
 U of South Alabama,Visiting Instructor  [21097] ,"Mobile, AL 36688",https://apply.interfolio.com/25161
 Texas A&M U,Lecturer  [21100] ,"College Station, TX 77843 ",https://apply.interfolio.com/25202
Tarrant County College District,English Dual Credit Adjunct  [21114] ,"Fort Worth, TX 76102 ",https://apply.interfolio.com/25254
U of Oregon,Instructor of English Language Learners  [21156] ,"Eugene, OR 97403 ",https://apply.interfolio.com/25331
