Institution,Position,Address,URL
"Indiana U-Purdue U, Indianapolis",Assistant Professor of English (Composition/Rhetoric and Writing Center Director)  [21752] ,"Indianapolis, IN 46202 ",https://apply.interfolio.com/26831
Saint Edward's U,Tenure-Track Assistant Professor (Professional Writing)  [21744] ,"Austin, TX 78704 ",https://apply.interfolio.com/26826
Swarthmore C,Assistant Director of the Writing Associates Program  [21715] ,"Swarthmore, PA 19081 ",https://apply.interfolio.com/26761
Texas A&M U,Assistant Professor in the History and Theory of Rhetoric  [21724] ,"College Station, TX 77843 ",https://apply.interfolio.com/26762
"U of South Carolina, Aiken",Assistant Professor of English  [21704] ,"Aiken, SC 29801 ",https://apply.interfolio.com/26810
U of South Florida,Assistant Professor of English  [21753] ,"Tampa, FL 33620 ",https://apply.interfolio.com/26833
Vanderbilt U,Associate Director  [21732] ,"Nashville, TN 37235 ",https://apply.interfolio.com/26817
Arkansas Tech U,Assistant Professor of English [21850],"Russellville, AR 72801",https://apply.interfolio.com/26938
Dominican U of California,Assistant Professor of English  [21810] ,"San Rafael, CA 94901",https://apply.interfolio.com/26967
Franklin C,Assistant Professor of English  [21841] ,"Franklin, IN 46131",https://apply.interfolio.com/26976
Idaho SU,Assistant Professor of English  [21842] ,"Pocatello, ID 83209 ",https://apply.interfolio.com/26988
Lawrence Tech U,Assistant Professor of Composition [21771],"Southfield, MI 48075 ",https://apply.interfolio.com/26946
Lewis U,Assistant Professor of English [21809],"Romeoville, IL 60446",https://apply.interfolio.com/26966
North Carolina SU,"Assistant/Associate Professor, Technical/Scientific Communication [21859]","Raleigh, NC 27695 ",https://apply.interfolio.com/26982
Old Dominion U,Writing Studies - Senior-Level Appointment  [21782] ,"Norfolk, VA 23529 ",https://apply.interfolio.com/26953
Rochester Inst of Tech,Assistant Professor - Digital Humanities  [21780] ,"Rochester, NY 14623",https://apply.interfolio.com/26951
"SU of New York, C at Cortland","Assistant Professor in New Media, Rhetoric, Professional Writing  [21857]","Cortland, NY 13045 ",https://apply.interfolio.com/26981
Samford U,Director of Writing and Communication Arts  [21869] ,"Birmingham, AL 35229",https://apply.interfolio.com/26984
"U of California, Santa Barbara",UCSB Writing Program Lectureship in Composition [21820],"Santa Barbara, CA 93106",https://apply.interfolio.com/26974
"U of Houston, Downtown",Assistant Professor of English  [21795] ,"Houston, TX 77002",https://apply.interfolio.com/26889
U of Tampa,Assistant Professor of English  [21804] ,"Tampa, FL 33606 ",https://apply.interfolio.com/26964
U of Waterloo,Assistant Professor of Writing Studies  [21824] ,"Waterloo, ON Canada N2L 3G1 ",https://apply.interfolio.com/26920
Utah SU,"Assistant Professor of Technical and Professional Communication  [21803]
","Logan, UT 84322",https://apply.interfolio.com/26963
Zayed U,Assistant/Associate/Full Professors Department of English and Writing Studies University College [21811],"Abu Dhabi, United Arab Emirates ",https://apply.interfolio.com/26968
Murray State University ,Assistant Professor of English--Medieval literature/German  [21865] ,"Murray, KY 42071",https://apply.interfolio.com/27028
Appalachian SU,Assistant or Associate Professor of Rhetoric and Composition [21870],"Boone, NC 28608 ",https://apply.interfolio.com/27030
Armstrong Atlantic SU,Assistant Professor of Professional Writing [21950],"Savannah, GA 31419",https://apply.interfolio.com/27160
"California SU, Stanislaus",Assistant Professor of English with an emphasis in Professional Writing [21953],"Turlock, CA 95382",https://apply.interfolio.com/27164
Georgia Inst of Tech,Tenure-Track Assistant Professor of Technical Communication [21875],"Atlanta, GA 30332 ",https://apply.interfolio.com/27096
Georgia Regents U,Assistant or Associate Professor of English  [21910] ,"Augusta, GA 30912 ",https://apply.interfolio.com/27110
"Indiana U-Purdue U, Fort Wayne",Assistant Professor of English / Writing Center Advisor  [21938] ,"Fort Wayne, IN 46805",https://apply.interfolio.com/27128
Luther C,Assistant Professor of English and College Writing Director [21917],"Decorah, IA 52101",https://apply.interfolio.com/27114
Mt Mary U,Assistant Professor English (Creative Writing and Literature) [21935],"Milwaukee, WI 53222",https://apply.interfolio.com/27126
Mt Mary U,Assistant Professor English (New Media and Professional Writing) [21936],"Milwaukee, WI 53222",https://apply.interfolio.com/27127
Northeastern U,"Associate or Full Professor, Rhetoric and Composition [21921]","Boston, MA 02115",https://apply.interfolio.com/27115
"Penn State U, New Kensington",Assistant Professor of English  [21876] ,"New Kensington, PA 15068",https://apply.interfolio.com/27097
"Southern Illinois U, Edwardsville",Assistant Professor of English: Rhetoric and Composition Studies [21949],"Edwardsville, IL 62026 ",https://apply.interfolio.com/27159
"U of Pittsburgh, Bradford","Assistant Professor, Composition & Rhetoric, Coordinator of Composition Program [21899]","Bradford, PA 16701",https://apply.interfolio.com/27118
"U of Wisconsin, Milwaukee","Tenure-Track, Open Rank Rhetoric and Composition  [21897] ","Milwaukee, WI 53201",https://apply.interfolio.com/27107
Western Oregon U,Assistant Professor of English Writing [21956],"Monmouth, OR 97361",https://apply.interfolio.com/27168
Westminster C,Assistant Professor of English (Media Studies or Digital Humanities) [21926],"Salt Lake City, UT 84105",https://apply.interfolio.com/27122
"U of North Carolina, Chapel Hill",Assistant Professor in Digital Humanities [21947],"Chapel Hill, NC 27599 ",https://apply.interfolio.com/27154
Angelo SU,Assistant Professor of English  [21972] ,"San Angelo, TX 76909",https://apply.interfolio.com/27282
Bowdoin C,Director of Writing and Rhetoric.  [22014] ,"Brunswick, ME 04011",https://apply.interfolio.com/27296
George Mason U,Assistant Professor of English with an emphasis in Professional Writing [21953],"Fairfax, VA 22030 ",https://apply.interfolio.com/27292
George Mason U,"Director of Composition, Assistant Professor  [22007] ","Fairfax, VA 22030",https://apply.interfolio.com/27293
Indiana U of Pennsylvania,"Assistant Professor, Basic Writing [22046]","Indiana, PA 15705",https://apply.interfolio.com/27346
Iowa SU,Associate or Full Professor and ISUComm Director [22017],"Ames, IA 50011 ",https://apply.interfolio.com/27297
Judson C,Assistant Professor of English  [22039] ,"Marion, AL 36756",https://apply.interfolio.com/27311
Missouri U of Science & Tech,Assistant Teaching Professor  [22034] ,"Rolla, MO 65409",https://apply.interfolio.com/27307
New Mexico Highlands U,ASSISTANT PROFESSOR OF ENGLISH (Tenure-Track)  [22038] ,"Las Vegas, NM 87701 ",https://apply.interfolio.com/27310
Northwestern U,Computation and Communication/Media Studies/Organizations and Networks  [22006] ,"Evanston, IL 60208 ",https://apply.interfolio.com/27339
"Penn State U, Abington",Lecturer in Writing  [21971] ,"Abington, PA 19001",https://apply.interfolio.com/27281
Spelman C,"Director of Writing Center, Associate Professor of Rhetoric/Composition [21968]","Atlanta, GA 30314 ",https://apply.interfolio.com/27280
U of Dayton,Assistant Professor of English  [21962] ,"Dayton, OH 45469 ",https://apply.interfolio.com/27278
"U of Illinois, Springfield",Assistant Professor composition/rhetoric [21960],"Springfield, IL 62703 ",https://apply.interfolio.com/27276
U of Mississippi,Instructor of Composition and Rhetoric  [21978] ,"University, MS 38677 ",https://apply.interfolio.com/27284
"U of Nevada, Reno",Assistant Professor (English: Writing in the Disciplines (WAC/WID) and Professions  [21974] ,"Reno, NV 89557 ",https://apply.interfolio.com/27283
U of Oklahoma,Professor or Associate Professor of English in Composition-Rhetoric  [22001] ,"Norman, OK 73019",https://apply.interfolio.com/27289
U of Oklahoma,Assistant Professor of English in Eighteenth/Nineteenth Century Composition and Rhetorical Theory  [22002] ,"Norman, OK 73019",https://apply.interfolio.com/27290
"U of Wisconsin, Stout","Assistant Professor of Professional Communication, Digital Journalism/Humanities/Rhetorics  [22027] ","Menomonie, WI 54751 ",https://apply.interfolio.com/27304
U of Wyoming,Associate or Full Professor of Rhetoric and Composition to serve as Writing Programs Administrator  [22042] ,"Laramie, WY 82071",https://apply.interfolio.com/27340
Wesleyan C,Assistant Professor of English  [22028] ,"Macon, GA 31210 ",https://apply.interfolio.com/27305
"C of Staten Island, CUNY","Writing Program Administrator (Assistant, Associate, or Full Professor with Tenure Possible  [22116] ","Staten Island, NY 10314",https://apply.interfolio.com/27448
"C of Staten Island, CUNY",Assistant Professor - Composition / Rhetoric  [22117] ,"Staten Island, NY 10314",https://apply.interfolio.com/27449
Daemen C,Assistant Professor Rhetoric and Composition  [22101] ,"Amherst, NY 14226 ",https://apply.interfolio.com/27442
Dartmouth C,Director of Student Support Services  [22073] ,"Hanover, NH 03755",http://apply.interfolio.com/27272
Eastern U,Assistant Professor of Writing  [22104] ,"St Davids, PA 19087",https://apply.interfolio.com/27443
Georgetown U,Lannan Foundation Chair of Poetics at Georgetown University  [22054] ,"Washington, DC 20057",https://apply.interfolio.com/27428
Indiana U of Pennsylvania,"Assistant Professor, Composition Studies  [22047] ","Indiana, PA 15705 ",https://apply.interfolio.com/27349
Loyola U Maryland ,Cardin Chair in Writing  [22098] ,"Baltimore, MD 21210 ",https://apply.interfolio.com/27472
Modern Language Association,"Managing Editor, MLA Commons  [21676] ","New York, NY 10004 ",http://apply.interfolio.com/26625
Modern Language Association,Project Coordinator  [21844] ,"New York, NY 10004",https://apply.interfolio.com/26931
Modern Language Association,"Assistant Director, Programs  [21846] ","New York, NY 10004",https://apply.interfolio.com/26932
New Jersey Inst of Tech,Tenure-Track Assistant Professor of Composition and Rhetoric or English  [22115] ,"Newark, NJ 07102 ",https://apply.interfolio.com/27447
New York U,FULL-TIME FACULTY POSITIONS Liberal Studies ARTS AND SCIENCE  [22089] ,"New York, NY 10003 ",https://apply.interfolio.com/27433
Northern Arizona U,"Writing Program Administrator, open rank, tenure track eligible  [22127] ","Flagstaff, AZ 86011",https://apply.interfolio.com/27457
Palomar C,"Assistant Professor, English  [22126] ","San Marcos, CA 92069",https://apply.interfolio.com/27456
U of Macau,Full Professor of English Language and Linguistics  [22130] ,"Macau, China ",https://apply.interfolio.com/27458
U of Scranton,Faculty Specialist in Composition and Rhetoric  [22055] ,"Scranton, PA 18510 ",https://apply.interfolio.com/27429
Wingate U,Assistant Professor of English  [22091] ,"Wingate, NC 28174 ",https://apply.interfolio.com/27435
U of Detroit Mercy,Professional Writing/Rhetoric and Composition  [22108] ,"4001 W. McNichols Rd., Detroit MI 48221",https://apply.interfolio.com/27415
Arcadia U,Assistant Professor of English [22145],"Glenside, PA 19038",https://apply.interfolio.com/27524
Avila U,Assistant Professor of English [22167],"Kansas City, MO 64145 ",https://apply.interfolio.com/27575
Maryville C,Visiting Instructor of English  [22188] ,"Maryville, TN 37804 ",https://apply.interfolio.com/27550
Nazarbayev U,open rank position as Director of the Writing Center. [22204],"Astana, Kazakhstan ",https://apply.interfolio.com/27590
Nazarbayev U,Instructor in rhetoric and composition  [22205] ,"Astana, Kazakhstan ",https://apply.interfolio.com/27591
"New York U, Abu Dhabi",WRITING FACULTY NYU Abu Dhabi  [22163] ,"Abu Dhabi, United Arab Emirates ",https://apply.interfolio.com/27574
Seattle Pacific U,Director of Campus Writing  [22161] ,"Seattle, WA 98119 ",https://apply.interfolio.com/27549
Sullivan County Comm C,Assistant Professor of English  [22175] ,"Loch Sheldrake, NY 12759 ",https://apply.interfolio.com/27580
U of Arizona,Assistant or Associate Professor [22201],"Tucson, AZ 85721 ",https://apply.interfolio.com/27589
"U of Louisiana, Lafayette",Eminent Scholar Chair in the Humanities  [22182] ,"Lafayette, LA 70504",https://apply.interfolio.com/27554
"U of Massachusetts, Dartmouth","Associate/Assistant Professor, English/Writing Center Faculty Director [22146]","North Dartmouth, MA 02747 ",https://apply.interfolio.com/27503
U of South Florida,Instructor of Writing Studies and General Education [22159],"St. Petersburg, FL 33701 ",https://apply.interfolio.com/27572
U of Southern California,Lecturer in Writing [22136],"Los Angeles, CA 90089 ",https://apply.interfolio.com/27568
Wofford C,TENURE TRACK ASSISTANT PROFESSOR OF DIGITAL LITERACY AND INSTRUCTIONAL TECHNOLOGY [22171],"Spartanburg, SC 29303",https://apply.interfolio.com/27578
Colgate U,Visiting Assistant Professor of Writing and Rhetoric [22266],"Hamilton, NY 13346",https://apply.interfolio.com/27711
Colorado Mesa U,Assistant Professor of English [22244],"Grand Junction, CO 81501",https://apply.interfolio.com/27704
Comm C of Philadelphia,"English-Generalist Faculty, Full-Time [22267]","Philadelphia, PA 19130",https://apply.interfolio.com/27712
Fort Hays SU,Assistant Professor of English [22259],"Hays, KS 67601 ",https://apply.interfolio.com/27709
Massachusetts C of Lib Arts,"Assistant/Associate Professor of English, Writing & Rhetoric [22248]","North Adams, MA 01247 ",https://apply.interfolio.com/27706
Richard Stockton C of New Jersey,"Assistant Professor of First-Year Studies, Critical Thinking/Reading in First-Year Studies [22216]","Galloway, NJ 08205",https://apply.interfolio.com/27695
Richard Stockton C of New Jersey,Assistant Professor/Instructor of First-Year Writing in First-Year (FRST) Studies program [22217],"Galloway, NJ 08205",https://apply.interfolio.com/27696
Springfield C,Assistant Professor of Composition/Rhetoric [22264],"Springfield, MA 01109",https://apply.interfolio.com/27710
Stanford U,Professor of Education and Director of the Program in Writing and Rhetoric [22239],"Stanford, CA 94305 ",https://apply.interfolio.com/27701
"U of Massachusetts, Boston",Assistant Professor of English Composition and Rhetoric [22218],"Boston, MA 02125 ",https://apply.interfolio.com/27697
Central Oregon Comm C,"Assistant Professor I of English, Developmental Literacy (Tenure Track) [22318]","Bend, OR 97701",https://apply.interfolio.com/27816
"Kansas SU, Salina",Assistant Professor of Composition/Rhetoric with emphasis in Technical and/or Professional Writing [22274],"Salina, KS 67401 ",https://apply.interfolio.com/27739
"New York City C of Tech, CUNY","Assistant Professor, Professional and Technical Writing  [22293] ","Brooklyn, NY 11201",https://apply.interfolio.com/27807
"New York City C of Tech, CUNY","Assistant Professor, English [22294]","Brooklyn, NY 11201",https://apply.interfolio.com/27808
Oberlin C,"Visiting Assistant Professor/Mellon Postdoctoral Fellow, Rhetoric and Composition [22313]","Oberlin, OH 44074",https://apply.interfolio.com/27814
Ohio Northern U,Assistant Professor of Rhetoric and Composition [22301],"Ada, OH 45810",https://apply.interfolio.com/27810
"Penn State U, Brandywine",Assistant Professor of English and Writing Center Director [22272],"Media, PA 19063 ",https://apply.interfolio.com/27804
Saginaw Valley SU,Assistant Professor of English Composition [22322],"University Center, MI 48710",https://apply.interfolio.com/27818
U of Georgia,Academic Professional  [22307] ,"Athens, GA 30602",https://apply.interfolio.com/27780
Utah Valley U,"Faculty, Assistant Professor - Rhetoric & Composition [22311]","Orem, UT 84058",https://apply.interfolio.com/27813
Marygrove C,Assistant Professor of English [22316],"Detroit, MI 48221 ",https://apply.interfolio.com/27843
Biola U,English Assistant or Associate Professor - Tenure-Track  [22339] ,"La Mirada, CA 90639 ",https://apply.interfolio.com/27914
"California SU, Dominguez Hills",Late Assistant/Associate/Full Professor of English and Writing Across the Curriculum Coordinator  [22352] ,"Carson, CA 90747 ",https://apply.interfolio.com/27915
"California SU, Los Angeles",DIRECTOR OF WRITING CENTER  [22378],"Los Angeles, CA 90032 ",https://apply.interfolio.com/27949
Central Oregon Comm C,Assistant Professor I of English (Tenure Track)  [22376] ,"Bend, OR 97701",https://apply.interfolio.com/27924
Missouri Western SU,Assistant Professor of English- Grammar & Linguistics  [22389] ,"St Joseph, MO 64507",https://apply.interfolio.com/27956
Missouri Western SU,Assistant Professor of English- Literature & Composition  [22390] ,"St Joseph, MO 64507",https://apply.interfolio.com/27957
Mt Aloysius C,ENGLISH FACULTY  [22391] ,"Cresson, PA 16630",https://apply.interfolio.com/27929
Murray SU,Assistant Professor of English  [22395] ,"Murray, KY 42071",https://apply.interfolio.com/27958
Shawnee SU,Assistant Professor of American Literature & Composition  [22362] ,"Portsmouth, OH 45662 ",https://apply.interfolio.com/27921
"U of Missouri, St Louis",Assistant Teaching Professor and Section Coordinator of English for Academic Purposes  [22392] ,"St Louis, MO 63121 ",https://apply.interfolio.com/27930
"U of Texas, Arlington",Assistant Professor in Technical/Professional Writing & Digital Humanities  [22355] ,"Arlington, TX 76019 ",https://apply.interfolio.com/27918
"California SU, Sacramento","Assistant or Associate in English, Large-Scale Writing Assessment [22422]","Sacramento, CA 95819",https://apply.interfolio.com/28017
Framingham SU,Assistant Professor of English and Creative Writing [22415],"Framingham, MA 01701",https://apply.interfolio.com/28012
Georgia Regents U,Assistant Professor of Creative Writing [22396],"Augusta, GA 30912 ",https://apply.interfolio.com/28004
Georgia Regents U,Assistant Professor of American Literature  [22397] ,"Augusta, GA 30912",https://apply.interfolio.com/28005
Grove City C,Writing Faculty Member [22402],"Grove City, PA 16127 ",https://apply.interfolio.com/28009
Hofstra U,Two Faculty Positions in Writing Studies and Composition [22418],"Hempstead, NY 11549",http://apply.interfolio.com/27866
Marymount U,Assistant Professor in Applied Linguistics [22398],"Arlington, VA 22207 ",https://apply.interfolio.com/28006
Middle Tennessee SU,"Rhetoric & Composition, Asst. Prof.  [22417] ","Murfreesboro, TN 37132 ",https://apply.interfolio.com/28014
Shawnee SU,Language Arts Methods & Composition Faculty [22363],"Portsmouth, OH 45662 ",https://apply.interfolio.com/27922
"Kansas SU, Salina",Instructor of English/Rhetoric-Composition [22423],"Salina, KS 67401",https://apply.interfolio.com/28021
Florida SU,Director of Reading-Writing Center and Digital Studio  [22431] ,"Tallahassee, FL 32306 ",https://apply.interfolio.com/28036
Harper C,English Full Time Tenure Track Faculty  [22427] ,"Palatine, IL 60067 ",https://apply.interfolio.com/28115
Iowa SU,Assistant Professor in Rhetorical Studies  [22434] ,"Ames, IA 50011 ",https://apply.interfolio.com/28118
Spartanburg Methodist C,Professor of English  [22440] ,"Spartanburg, SC 29301 ",https://apply.interfolio.com/28122
"U of New Hampshire, Manchester","Assistant Professor, Writing Specialist  [22437] ","Manchester, NH 03101 ",https://apply.interfolio.com/28120
U of New Haven,Assistant Professor English Department [22430],"West Haven, CT 06516",https://apply.interfolio.com/28116
Minnesota State University,Composition Instructor [rhetmap 1],"Mankato, MN",http://agency.governmentjobs.com/mankato/default.cfm?action=viewJob&jobID=1006674&hit_count=yes&headerFooter=1&promo=0&transfer=0&WDDXJobSearchParams=%253CwddxPacket%20version%253D%25271%252E0%2527%253E%253Cheader%252F%253E%253Cdata%253E%253Cstruct%253E%253Cvar%20name%253D%2527CATEGORYID%2527%253E%253Cstring%253E%253C%252Fstring%253E%253C%252Fvar%253E%253Cvar%20name%253D%2527PROMOTIONALJOBS%2527%253E%253Cstring%253E0%253C%252Fstring%253E%253C%252Fvar%253E%253Cvar%20name%253D%2527TRANSFER%2527%253E%253Cstring%253E0%253C%252Fstring%253E%253C%252Fvar%253E%253Cvar%20name%253D%2527FIND_KEYWORD%2527%253E%253Cstring%253E%253C%252Fstring%253E%253C%252Fvar%253E%253C%252Fstruct%253E%253C%252Fdata%253E%253C%252FwddxPacket%253E
