Institution,Position,Address,URL
Florida Atlantic University,Writing and Rhetoric Instructor (3 Positions) [rhetmap 12],"Miami, Florida 33199",https://www.higheredjobs.com/faculty/details.cfm?JobCode=176597633&Title=Writing%20and%20Rhetoric%20Instructor%20%283%20positions%29%20-%20English%20Department
Drexel University,Assistant Professor of Composition and Rhetoric  [30128],"Philadelphia, PA 19104",https://apply.interfolio.com/47059
Florida Gulf Coast U,"Composition, Instructor I (3 Positions)  [30142]","Fort Myers, FL 33965",https://apply.interfolio.com/47067
Georgia Gwinnett C,Management/Communications: Assistant Professor - Fall 2018  [30106],"Lawrenceville, GA 30043",https://apply.interfolio.com/47071
"Louisiana SU, Shreveport",Assistant Professor of English  [30143] ,"Shreveport, LA 71115",https://apply.interfolio.com/47069
New York U,LANGUAGE LECTURERS Expository Writing Program  [30131],"New York, NY 10003",https://apply.interfolio.com/46787
U of Central Oklahoma,"English-Technical Writing, Full-Time, Tenure-Track, Assistant Professor  [30109]","Edmond, OK 73034",https://apply.interfolio.com/47055
U of Virginia,Assistant/Associate Professor Director of Writing across the Curriculum  [30147] ,"Charlottesville, VA 22904",https://apply.interfolio.com/47070
Northwestern U in Qatar,Faculty Position in First-Year Writing and English Literature  [30164],Doha Qatar,https://apply.interfolio.com/47261
U of Dayton,Technical Communication & Medical Humanities  [30152],"Dayton, OH 45469 ",https://apply.interfolio.com/47260
University of Michigan ,"Full/Associate Professor and Director of Sweetland Center for Writing, University of Michigan  [30176] ","Ann Arbor, MI 48109",https://apply.interfolio.com/47266
U of Tampa,Assisstant Professor of English and Writing  [30177],"Tampa, FL 33606",https://apply.interfolio.com/47267
"U of Texas, Austin",Assistant Professor of Rhetoric and Writing  [30187],"Austin, TX 78712",https://apply.interfolio.com/47241
U of Virginia,Assistant/Associate Professor Director of Writing across the Curriculum  [30147] ,"Charlottesville, VA 22904",https://apply.interfolio.com/47070
Winthrop U,"Assistant Professor of English, Rhetoric & Composition  [30173] ","Rock Hill, SC 29733",https://apply.interfolio.com/46555
West Chester University of Pennsylvania,Assistant Professor of Print and/or Digital Journalism [rhetmap 13],"West Chester, PA 19380",https://www.governmentjobs.com/careers/wcupa/jobs/1891129/18-109-tenure-track-assistant-professor-of-english-journalism?sort=PostingDate%7CDescending&pagetype=jobOpportunitiesJobs#
West Chester University of Pennsylvania,Assistant Professor of English (First-Year Writing & Professional and Technical Writing) [rhetmap 14],"West Chester, PA 19380",https://www.governmentjobs.com/careers/wcupa/jobs/1891208/18-110-assistant-professor-of-english-first-year-writing-professional-and-tech?keywords=english&pagetype=jobOpportunitiesJobs
Central Intelligence Agency,Editor/Publications Officer  [30218],"Washington, DC 20505 ",https://apply.interfolio.com/47392
Curry College,"Assistant Professor, Writing  [30202] ","Milton, MA 02186",https://apply.interfolio.com/47388
Lee College ,Full-Time English Instructor  [30201] ,"Baytown, TX 77522",https://apply.interfolio.com/47387
"SU of New York, U at Buffalo",Clinical Assistant Professors - Two Positions  [30193] ,"Buffalo, NY 14260",https://apply.interfolio.com/47386
Texas Woman's U,Assistant/Associate Professor of English  [30214] ,"Denton, TX 76204",https://apply.interfolio.com/47390
Texas Woman's U,Senior Lecturer of English  [30215] ,"Denton, TX 76204",https://apply.interfolio.com/47391
"U of California, San Diego","Associate Director, UC San Diego Sixth College, Culture, Art and Technology Writing Program (Academi  [30208]","La Jolla, CA 92093",https://apply.interfolio.com/47389
Syracuse U,Assistant Teaching Professor of Writing and Rhetoric  [30243] ,"239 H B Crouse Hall, Syracuse, NY 13244",https://apply.interfolio.com/47581
U of Delaware,Temporary Instructor/Assistant Professor in ESL Composition  [30251] ,"Newark, DE 19716 ",https://apply.interfolio.com/47474
"U of Tennessee, Chattanooga",Lecturer of English  [30250] ,"Chattanooga, TN 37403",https://apply.interfolio.com/47584
Central Connecticut SU,DIRECTOR OF WRITING CENTER: ASSISTANT PROFESSOR [#C18-026]  [30261] ,"New Britain, CT 06050",https://apply.interfolio.com/47748
Harvard U,Preceptor in Expository Writing: Studio 10-Studio 20 Writing Course Sequence  [30274] ,"Cambridge, MA 02138",https://apply.interfolio.com/47751
Harvard U,Preceptor in Expository Writing: Expository Writing 20  [30275],"Cambridge, MA 02138",https://apply.interfolio.com/47752
Juniata C,Assistant Professor of English  [30279] ,"Huntingdon, PA 16652",https://apply.interfolio.com/47755
Trine U,Assistant Professor  [30277] ,"Angola, IN 46703",https://apply.interfolio.com/47754
"U of Illinois, Springfield","Assistant professor, English/Creative Writing-Poetry-Digital Publishing  [30270] ","Springfield, IL 62703",https://apply.interfolio.com/47749
Central Oregon Comm C,Assistant Professor of English  [30311] ,"Bend, OR 97703",https://apply.interfolio.com/47925
East Stroudsburg U,East Stroudsburg University of Pennsylvania - Assistant Professor of English - Req#1746  [30304] ,"East Stroudsburg, PA 18301",https://apply.interfolio.com/47927
New York U,"Associate Director for Writing in the Sciences and Engineering, Expository Writing Program  [30314] ","New York, NY 10003",https://apply.interfolio.com/47812
"SU of New York, U at Buffalo","SU of New York, U at Buffalo","Buffalo, NY 14260",https://apply.interfolio.com/47924
Stockton U,Instructor/Assistant Professor of Writing & First-Year Studies in First-Year (FRST) Studies program  [30308] ,"Galloway, NJ 08205",https://apply.interfolio.com/47926
Trine U,Assistant Professor  [30277] ,"Angola, IN 46703",https://apply.interfolio.com/47754
"U of Washington, Bothell","School of Interdisciplinary Arts Sciences – Lecturer, Full-time, Competitive Recruitment  [30309] ","Bothell, WA 98011",https://apply.interfolio.com/46509
Duke U,Lecturer in Writing Studies  [30348] ,"Durham, NC 27708",https://apply.interfolio.com/48077
Georgia Inst of Tech,"Marion L. Brittain Postdoctoral Fellowship Composition, Business/Technical Communication, and Digit  [30352]","Atlanta, GA 30332",https://apply.interfolio.com/48078
Spring Hill C,Visiting Assistant Professor of English  [30344] ,"Mobile, AL 36608",https://apply.interfolio.com/48074
"U of Washington, Tacoma",Assistant Professor of Rhetoric and Composition  [30322] ,"Tacoma, WA 98402",https://apply.interfolio.com/48072
"CUNY, LaGuardia Comm C",Assistant Professor of English  [30360] ,"Long Island City, NY 11101",https://apply.interfolio.com/48082
C of DuPage,"Full-Time Faculty, English - Composition  [30378] ","Glen Ellyn, IL 60137",https://apply.interfolio.com/48102
C of DuPage,"Full-Time, Faculty - English- Developmental Writing  [30379] ","Glen Ellyn, IL 60137",https://apply.interfolio.com/48103
Contra Costa Comm Coll District,English Assistant Professor [30362],"Martinez, CA 94553",https://apply.interfolio.com/48101
Oregon Tech,Assistant Professor [rhetmap 15] ,"Klamath Falls, OR 97601","https://jobs.oit.edu/postings/2393	"
C of Wooster ,Visiting Assistant Professor of English and Media Studies  [30387] ,"Wooster, OH 44691",https://apply.interfolio.com/47989
Southeastern Louisiana U,Assistant Professor of Technical and Professional Writing  [30392] ,"Hammond, LA 70402",https://apply.interfolio.com/48203
U of Maine,Lecturer in Academic Writing  [30393] ,"Orono, ME 04469",https://apply.interfolio.com/48204
Nova Southeastern University     ,"Assistant/Associate Professor (Rank – Open) Department of Writing and Communication - 998758 [rhetmap 16]
","Fort Lauderdale, Florida, 33314","www.nsujobs.com/applicants/Central?quickFind=82219	"
"CUNY, Bronx Comm C",Assistant Professor - English Language and Literature  [30400] ,"Bronx, NY 10453",https://apply.interfolio.com/48303
Modern Language Association,Full-Time Communications Assistant  [30408] ,"New York, NY 10004",https://apply.interfolio.com/48257
Virginia Commonwealth U,"Instructor or Assistant Professor, Focused Inquiry  [30406] ","Richmond, VA 23284",https://apply.interfolio.com/48308
Stevenson University,"Assistant or Associate Professor, English (Writing Coordinator) [rhetmap 16]","Stevenson, MD 21153",https://stevenson.peopleadmin.com/postings/4859
Biola U,Writing Instructor  [30442] ,"La Mirada, CA 90639",https://apply.interfolio.com/48425
"C of Staten Island, CUNY","Open Rank--Writing Program Administrator, job #18081  [30449] ","Staten Island, NY 10314",https://apply.interfolio.com/48429
Cornell C,Teaching Fellowship in English  [30418],"Mt Vernon, IA 52314",https://apply.interfolio.com/48424
South China U of Technology,Full-Time Lecturers and English Language Teachers (multiple positions)  [30445] ,Guangzhou PR of China 510641,https://apply.interfolio.com/48427
Wesleyan University ,Assistant Professor of the Practice in Academic Writing  [30446] ,"Middletown, CT 06459",https://apply.interfolio.com/48428
Arizona State University,Clinical Assistant [rhetmap 17],"Mesa, AZ 85212",https://cisa.asu.edu/sites/default/files/av_twc_clinical_asst._prof_12256_0.pdf
University of Washington Tacoma ,Lecturer in Writing Studies with a specialization in Technical Communication [rhetmap 18],"Tacoma, WA 98402",https://academicjobsonline.org/ajo/jobs/10634
Indiana Tech,Professor of English [rhetmap 19],"Fort Wayne, Indiana 46803","https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=6900&clientkey=9B7DD7DDF4B46DE388E0D590C86BBE1D	
"
Indiana Tech ,Assistant/Associate Professor of Developmental Composition [rhetmap 20],"Fort Wayne, Indiana 46803","https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=7640&clientkey=9B7DD7DDF4B46DE388E0D590C86BBE1D	
"
